vacancy_id,client_id,role_title,role_family,priority,opened_date,status,filled_date,target_monthly_rate_usd
V00318,C0132,Accounts Payable Clerk,Bookkeeping,Standard,2025-11-04,filled,2025-11-17,1000
V00319,C0133,Social Media Manager,Marketing VA,Standard,2026-07-23,open,,2100
V00320,C0134,Accounts Payable Clerk,Bookkeeping,Urgent,2026-05-27,cancelled,,1800
V00321,C0135,Cold Caller,Sales VA,Standard,2025-10-14,filled,2025-11-09,800
V00322,C0135,Operations Assistant,Executive VA,High,2025-11-27,filled,2025-12-30,1000
V00323,C0135,Executive Assistant,Executive VA,Standard,2025-12-15,filled,2026-01-10,1800
V00324,C0135,Accounts Payable Clerk,Bookkeeping,Standard,2025-10-18,filled,2025-11-11,2100
V00325,C0136,Social Media Manager,Marketing VA,Standard,2025-11-11,filled,2025-11-27,2100
V00326,C0136,Operations Assistant,Executive VA,Standard,2025-09-10,filled,2025-10-01,1200
V00327,C0136,Automation Specialist,Technical,Urgent,2026-03-17,cancelled,,1500
V00328,C0137,Helpdesk Agent,Customer Support,High,2026-02-19,on_hold,,2100
V00329,C0137,Automation Specialist,Technical,Standard,2026-05-05,cancelled,,1500
V00330,C0138,Helpdesk Agent,Customer Support,Standard,2025-09-05,filled,2025-10-01,2100
V00331,C0139,Web Developer,Technical,Standard,2025-08-30,on_hold,,1000
V00332,C0140,Email Marketer,Marketing VA,Urgent,2026-04-15,filled,2026-04-24,2100
V00333,C0140,Appointment Setter,Sales VA,Standard,2025-10-24,on_hold,,1500
V00334,C0140,Sales Development Rep,Sales VA,Standard,2025-12-24,on_hold,,1800
V00335,C0141,Bookkeeper,Bookkeeping,Standard,2025-11-20,filled,2026-01-06,1500
V00336,C0141,Customer Support Agent,Customer Support,High,2025-10-04,cancelled,,1800
V00337,C0141,Executive Assistant,Executive VA,High,2026-01-03,filled,2026-01-15,2100
V00338,C0142,Appointment Setter,Sales VA,Standard,2026-07-15,open,,1500
V00339,C0142,Email Marketer,Marketing VA,Standard,2026-03-20,filled,2026-04-05,2100
V00340,C0142,Sales Development Rep,Sales VA,Standard,2025-11-11,on_hold,,2100
V00341,C0143,Data Analyst,Technical,High,2026-02-21,filled,2026-03-27,1800
V00342,C0144,Executive Assistant,Executive VA,Standard,2025-09-25,cancelled,,1500
V00343,C0145,Content Writer,Marketing VA,Standard,2025-12-14,cancelled,,800
V00344,C0146,Operations Assistant,Executive VA,Standard,2025-12-28,filled,2026-01-11,1500
V00345,C0146,Automation Specialist,Technical,High,2026-02-21,filled,2026-03-04,2100
V00346,C0147,Content Writer,Marketing VA,High,2025-12-02,cancelled,,1500
V00347,C0148,Bookkeeper,Bookkeeping,Urgent,2026-01-14,filled,2026-01-20,800
V00348,C0149,Social Media Manager,Marketing VA,Standard,2026-07-25,open,,1800
V00349,C0150,Sales Development Rep,Sales VA,Standard,2026-01-10,cancelled,,2100
V00350,C0151,Bookkeeper,Bookkeeping,Standard,2026-05-19,filled,2026-06-11,1200
V00351,C0152,Cold Caller,Sales VA,High,2025-12-05,filled,2025-12-23,1500
V00352,C0152,Accounts Payable Clerk,Bookkeeping,Standard,2026-03-10,cancelled,,1000
V00353,C0153,Automation Specialist,Technical,Standard,2026-01-31,filled,2026-02-14,1200
V00354,C0153,Accounts Payable Clerk,Bookkeeping,Standard,2026-03-21,filled,2026-04-03,1500
V00355,C0154,Operations Assistant,Executive VA,Standard,2026-03-17,cancelled,,1500
V00356,C0155,Social Media Manager,Marketing VA,High,2026-04-07,filled,2026-05-07,800
V00357,C0155,Email Marketer,Marketing VA,Urgent,2026-03-12,filled,2026-04-10,1200
V00358,C0155,Helpdesk Agent,Customer Support,High,2026-06-02,filled,2026-06-26,1800
V00359,C0155,Bookkeeper,Bookkeeping,Urgent,2026-05-22,cancelled,,1800
V00360,C0156,Bookkeeper,Bookkeeping,Standard,2025-11-22,cancelled,,800
V00361,C0156,Data Analyst,Technical,Standard,2026-01-02,filled,2026-01-09,1000
V00362,C0157,Web Developer,Technical,High,2026-04-22,filled,2026-05-25,1800
V00363,C0158,Cold Caller,Sales VA,High,2026-02-25,cancelled,,2100
V00364,C0159,Content Writer,Marketing VA,Standard,2025-10-22,on_hold,,1000
V00365,C0159,Accounts Payable Clerk,Bookkeeping,High,2025-11-16,filled,2025-12-06,1000
V00366,C0160,Bookkeeper,Bookkeeping,Standard,2026-01-10,cancelled,,1500
V00367,C0160,Web Developer,Technical,High,2026-05-16,open,,1500
V00368,C0161,Bookkeeper,Bookkeeping,High,2025-10-19,filled,2025-11-12,1800
V00369,C0161,Executive Assistant,Executive VA,Standard,2026-02-04,filled,2026-02-17,1800
V00370,C0162,Helpdesk Agent,Customer Support,High,2026-01-10,filled,2026-01-29,800
V00371,C0162,Cold Caller,Sales VA,Standard,2026-07-08,open,,1200
V00372,C0163,Appointment Setter,Sales VA,Standard,2026-02-15,filled,2026-03-15,1200
V00373,C0164,Social Media Manager,Marketing VA,Standard,2025-10-11,filled,2025-11-06,1000
V00374,C0164,Customer Support Agent,Customer Support,Standard,2026-05-25,cancelled,,2100
V00375,C0165,Executive Assistant,Executive VA,Standard,2026-01-19,filled,2026-02-01,1800
V00376,C0166,Helpdesk Agent,Customer Support,High,2026-05-08,filled,2026-05-27,1800
V00377,C0166,Automation Specialist,Technical,High,2026-01-24,filled,2026-02-25,2100
V00378,C0166,Web Developer,Technical,Standard,2025-12-15,filled,2026-01-18,1000
V00379,C0167,Email Marketer,Marketing VA,Standard,2025-10-31,cancelled,,1000
V00380,C0167,Automation Specialist,Technical,High,2026-02-03,open,,1800
V00381,C0167,Cold Caller,Sales VA,Standard,2026-05-02,cancelled,,800
V00382,C0168,Operations Assistant,Executive VA,High,2025-11-25,cancelled,,1500
V00383,C0168,Automation Specialist,Technical,Standard,2026-06-20,filled,2026-07-07,800
V00384,C0169,Executive Assistant,Executive VA,High,2025-11-04,filled,2025-12-03,800
V00385,C0169,Operations Assistant,Executive VA,Urgent,2025-10-27,on_hold,,800
V00386,C0169,Web Developer,Technical,Standard,2026-03-26,cancelled,,2100
V00387,C0170,Accounts Payable Clerk,Bookkeeping,Standard,2026-05-13,on_hold,,1200
V00388,C0171,Cold Caller,Sales VA,Standard,2026-04-01,filled,2026-04-30,1800
V00389,C0171,Customer Support Agent,Customer Support,Urgent,2026-04-27,filled,2026-05-08,1000
V00390,C0172,Helpdesk Agent,Customer Support,High,2025-12-07,filled,2025-12-23,1000
V00391,C0172,Operations Assistant,Executive VA,Standard,2026-05-19,filled,2026-06-03,1800
V00392,C0172,Content Writer,Marketing VA,High,2026-06-14,filled,2026-07-08,1500
V00393,C0172,Operations Assistant,Executive VA,Standard,2026-02-13,filled,2026-02-27,1200
V00394,C0173,Bookkeeper,Bookkeeping,High,2025-12-01,cancelled,,2100
V00395,C0174,Automation Specialist,Technical,Standard,2025-12-16,filled,2026-01-21,1000
V00396,C0174,Executive Assistant,Executive VA,Standard,2026-05-15,filled,2026-06-03,1200
V00397,C0174,Web Developer,Technical,Standard,2026-07-03,open,,800
V00398,C0174,Helpdesk Agent,Customer Support,Standard,2026-04-08,cancelled,,2100
V00399,C0175,Cold Caller,Sales VA,Standard,2026-04-26,cancelled,,1200
V00400,C0176,Executive Assistant,Executive VA,Standard,2025-11-16,filled,2025-12-14,1800
V00401,C0177,Web Developer,Technical,Urgent,2026-04-06,filled,2026-05-03,1200
V00402,C0178,Cold Caller,Sales VA,High,2025-12-04,filled,2025-12-26,2100
V00403,C0178,Sales Development Rep,Sales VA,Standard,2025-11-09,filled,2025-11-28,1800
V00404,C0179,Web Developer,Technical,Standard,2025-12-04,filled,2026-01-20,1800
V00405,C0179,Social Media Manager,Marketing VA,Standard,2026-05-31,filled,2026-06-21,1200
V00406,C0180,Helpdesk Agent,Customer Support,Standard,2025-11-25,filled,2025-12-14,1000
V00407,C0181,Operations Assistant,Executive VA,Standard,2025-11-04,cancelled,,1000
V00408,C0181,Operations Assistant,Executive VA,Standard,2026-01-05,cancelled,,1000
V00409,C0182,Helpdesk Agent,Customer Support,High,2025-12-27,cancelled,,800
V00410,C0182,Bookkeeper,Bookkeeping,Urgent,2025-12-03,filled,2026-01-06,800
V00411,C0183,Appointment Setter,Sales VA,Standard,2025-12-12,filled,2025-12-27,1500
V00412,C0184,Data Analyst,Technical,High,2026-02-22,filled,2026-04-17,2100
V00413,C0184,Operations Assistant,Executive VA,High,2026-03-19,filled,2026-04-03,1800
V00414,C0185,Sales Development Rep,Sales VA,Standard,2025-12-02,cancelled,,800
V00415,C0186,Social Media Manager,Marketing VA,High,2025-12-20,on_hold,,2100
V00416,C0187,Executive Assistant,Executive VA,Urgent,2025-11-22,on_hold,,1200
V00417,C0188,Sales Development Rep,Sales VA,Standard,2026-05-14,filled,2026-05-27,1000
V00418,C0188,Automation Specialist,Technical,Urgent,2026-07-16,open,,1000
V00419,C0189,Customer Support Agent,Customer Support,Standard,2026-01-16,filled,2026-01-24,1500
V00420,C0190,Sales Development Rep,Sales VA,Standard,2026-05-31,filled,2026-06-12,1200
V00421,C0191,Data Analyst,Technical,Standard,2025-11-21,filled,2025-12-04,800
V00422,C0192,Bookkeeper,Bookkeeping,Standard,2026-05-21,on_hold,,1000
V00423,C0192,Executive Assistant,Executive VA,Urgent,2026-07-05,filled,2026-07-22,1000
V00424,C0192,Web Developer,Technical,High,2026-01-29,on_hold,,1200
V00425,C0192,Cold Caller,Sales VA,Standard,2026-07-11,open,,1200
V00426,C0192,Cold Caller,Sales VA,Urgent,2026-03-17,cancelled,,1500
V00427,C0193,Appointment Setter,Sales VA,Standard,2026-03-28,cancelled,,2100
V00428,C0193,Executive Assistant,Executive VA,Urgent,2025-11-30,filled,2025-12-19,1200
V00429,C0193,Helpdesk Agent,Customer Support,Standard,2026-03-28,cancelled,,1500
V00430,C0193,Bookkeeper,Bookkeeping,Standard,2025-12-27,filled,2026-01-13,1800
V00431,C0193,Email Marketer,Marketing VA,Standard,2026-01-07,on_hold,,1000
V00432,C0194,Helpdesk Agent,Customer Support,Standard,2026-02-28,filled,2026-03-24,1500
V00433,C0195,Cold Caller,Sales VA,High,2026-06-28,filled,2026-07-19,1800
V00434,C0196,Customer Support Agent,Customer Support,Standard,2026-02-22,filled,2026-03-07,800
V00435,C0197,Helpdesk Agent,Customer Support,Urgent,2026-06-03,filled,2026-06-11,2100
V00436,C0197,Executive Assistant,Executive VA,High,2025-11-20,cancelled,,2100
V00437,C0197,Automation Specialist,Technical,Standard,2026-03-24,cancelled,,1500
V00438,C0198,Helpdesk Agent,Customer Support,Standard,2025-12-07,on_hold,,1000
V00439,C0199,Email Marketer,Marketing VA,Standard,2026-03-15,on_hold,,1200
V00440,C0199,Customer Support Agent,Customer Support,Urgent,2026-06-30,open,,1200
V00441,C0199,Executive Assistant,Executive VA,Standard,2026-02-13,cancelled,,2100
V00442,C0199,Appointment Setter,Sales VA,High,2026-05-20,cancelled,,1200
V00443,C0200,Customer Support Agent,Customer Support,High,2026-07-12,open,,1000
V00444,C0200,Executive Assistant,Executive VA,Standard,2026-02-18,filled,2026-03-12,1200
V00445,C0200,Email Marketer,Marketing VA,Standard,2026-04-24,on_hold,,1200
V00446,C0201,Executive Assistant,Executive VA,Standard,2026-06-26,open,,1000
V00447,C0202,Social Media Manager,Marketing VA,High,2026-05-04,filled,2026-05-22,1800
V00448,C0202,Social Media Manager,Marketing VA,Standard,2026-04-12,on_hold,,800
V00449,C0203,Bookkeeper,Bookkeeping,Standard,2026-02-26,filled,2026-03-14,1200
V00450,C0204,Social Media Manager,Marketing VA,Standard,2026-01-09,cancelled,,800
V00451,C0204,Helpdesk Agent,Customer Support,Standard,2025-12-19,filled,2026-01-13,1800
V00452,C0205,Operations Assistant,Executive VA,High,2026-05-20,filled,2026-06-10,1000
V00453,C0206,Bookkeeper,Bookkeeping,Standard,2026-07-14,open,,800
V00454,C0206,Data Analyst,Technical,High,2026-03-07,filled,2026-03-27,2100
V00455,C0206,Sales Development Rep,Sales VA,High,2026-01-04,on_hold,,1000
V00456,C0207,Data Analyst,Technical,Urgent,2026-04-23,filled,2026-05-01,800
V00457,C0208,Automation Specialist,Technical,High,2026-03-25,filled,2026-04-18,1800
V00458,C0208,Web Developer,Technical,Standard,2026-05-30,filled,2026-06-18,2100
V00459,C0208,Content Writer,Marketing VA,High,2026-02-21,filled,2026-03-04,800
V00460,C0209,Social Media Manager,Marketing VA,Urgent,2026-04-08,filled,2026-04-21,1000
V00461,C0209,Appointment Setter,Sales VA,High,2026-01-13,filled,2026-02-06,1200
V00462,C0210,Sales Development Rep,Sales VA,Standard,2026-04-26,cancelled,,1800
V00463,C0210,Email Marketer,Marketing VA,High,2026-01-06,filled,2026-01-31,1800
V00464,C0211,Web Developer,Technical,Standard,2026-06-01,open,,1800
V00465,C0211,Customer Support Agent,Customer Support,Standard,2026-07-16,open,,2100
V00466,C0212,Sales Development Rep,Sales VA,Standard,2026-03-19,filled,2026-04-07,1200
V00467,C0213,Sales Development Rep,Sales VA,Urgent,2026-04-07,filled,2026-04-28,1200
V00468,C0213,Helpdesk Agent,Customer Support,High,2026-03-13,on_hold,,800
V00469,C0214,Cold Caller,Sales VA,Standard,2026-07-06,filled,2026-07-26,1800
V00470,C0215,Email Marketer,Marketing VA,Standard,2026-04-17,filled,2026-04-26,1200
V00471,C0216,Web Developer,Technical,High,2026-06-24,open,,1000
V00472,C0217,Accounts Payable Clerk,Bookkeeping,High,2026-03-02,filled,2026-03-12,2100
V00473,C0217,Executive Assistant,Executive VA,High,2026-02-27,cancelled,,1200
V00474,C0218,Bookkeeper,Bookkeeping,High,2026-07-03,open,,800
V00475,C0219,Social Media Manager,Marketing VA,Standard,2026-07-15,open,,800
V00476,C0219,Operations Assistant,Executive VA,High,2026-03-27,on_hold,,1800
V00477,C0219,Helpdesk Agent,Customer Support,Standard,2026-07-20,open,,2100
V00478,C0219,Customer Support Agent,Customer Support,Standard,2026-01-20,filled,2026-02-01,2100
V00479,C0220,Executive Assistant,Executive VA,Urgent,2026-07-21,open,,1500
V00480,C0221,Accounts Payable Clerk,Bookkeeping,High,2026-04-02,cancelled,,1500
V00481,C0221,Data Analyst,Technical,Standard,2026-01-26,filled,2026-02-06,2100
V00482,C0221,Executive Assistant,Executive VA,Standard,2026-04-27,filled,2026-05-28,1000
V00483,C0222,Executive Assistant,Executive VA,High,2026-04-03,filled,2026-04-21,1200
V00484,C0223,Sales Development Rep,Sales VA,High,2026-06-08,filled,2026-06-18,2100
V00485,C0223,Bookkeeper,Bookkeeping,Standard,2026-05-09,filled,2026-06-14,1800
V00486,C0224,Sales Development Rep,Sales VA,Urgent,2026-03-12,filled,2026-03-25,1800
V00487,C0224,Appointment Setter,Sales VA,Standard,2026-02-23,on_hold,,1200
V00488,C0224,Accounts Payable Clerk,Bookkeeping,High,2026-06-27,filled,2026-07-13,1800
V00489,C0224,Customer Support Agent,Customer Support,Standard,2026-07-19,open,,1200
V00490,C0224,Customer Support Agent,Customer Support,Standard,2026-03-14,filled,2026-03-27,2100
V00491,C0225,Sales Development Rep,Sales VA,Standard,2026-04-27,filled,2026-05-11,1200
V00492,C0226,Cold Caller,Sales VA,High,2026-05-02,filled,2026-05-27,2100
V00493,C0226,Sales Development Rep,Sales VA,Standard,2026-02-05,filled,2026-02-16,800
V00494,C0227,Data Analyst,Technical,High,2026-02-05,on_hold,,1000
V00495,C0227,Helpdesk Agent,Customer Support,Standard,2026-03-13,filled,2026-03-21,1000
V00496,C0228,Data Analyst,Technical,Urgent,2026-05-21,on_hold,,1500
V00497,C0228,Sales Development Rep,Sales VA,Standard,2026-06-07,filled,2026-07-02,1000
V00498,C0228,Accounts Payable Clerk,Bookkeeping,High,2026-03-05,filled,2026-04-04,2100
V00499,C0228,Customer Support Agent,Customer Support,Standard,2026-02-25,filled,2026-03-22,1500
V00500,C0229,Executive Assistant,Executive VA,Standard,2026-03-05,on_hold,,800
V00501,C0229,Email Marketer,Marketing VA,High,2026-05-31,filled,2026-06-19,1000
V00502,C0229,Executive Assistant,Executive VA,Standard,2026-03-16,filled,2026-05-06,1200
V00503,C0229,Automation Specialist,Technical,High,2026-03-17,cancelled,,2100
V00504,C0230,Cold Caller,Sales VA,Standard,2026-04-07,cancelled,,1500
V00505,C0231,Helpdesk Agent,Customer Support,High,2026-05-19,cancelled,,2100
V00506,C0231,Operations Assistant,Executive VA,Standard,2026-04-22,cancelled,,2100
V00507,C0231,Helpdesk Agent,Customer Support,High,2026-06-20,open,,2100
V00508,C0231,Accounts Payable Clerk,Bookkeeping,High,2026-05-15,filled,2026-06-16,1200
V00509,C0232,Sales Development Rep,Sales VA,High,2026-05-24,filled,2026-06-03,2100
V00510,C0233,Cold Caller,Sales VA,High,2026-04-01,filled,2026-04-14,800
V00511,C0234,Operations Assistant,Executive VA,Standard,2026-02-18,cancelled,,800
V00512,C0234,Social Media Manager,Marketing VA,Standard,2026-06-07,filled,2026-07-04,1200
V00513,C0234,Helpdesk Agent,Customer Support,Standard,2026-05-19,filled,2026-05-13,1200
V00514,C0235,Customer Support Agent,Customer Support,Standard,2026-05-22,filled,2026-06-17,1200
V00515,C0236,Bookkeeper,Bookkeeping,Urgent,2026-06-13,open,,800
V00516,C0236,Customer Support Agent,Customer Support,High,2026-03-02,cancelled,,1200
V00517,C0236,Web Developer,Technical,High,2026-05-30,filled,2026-06-17,1800
V00518,C0237,Web Developer,Technical,Standard,2026-07-09,open,,800
V00519,C0237,Helpdesk Agent,Customer Support,Standard,2026-04-05,open,,800
V00520,C0237,Sales Development Rep,Sales VA,Standard,2026-05-05,cancelled,,800
V00521,C0238,Automation Specialist,Technical,Standard,2026-06-18,open,,2100
V00522,C0238,Customer Support Agent,Customer Support,Standard,2026-03-12,filled,2026-03-23,1500
V00523,C0239,Accounts Payable Clerk,Bookkeeping,Urgent,2026-07-16,open,,2100
V00524,C0239,Cold Caller,Sales VA,Standard,2026-03-11,filled,2026-03-30,1800
V00525,C0239,Appointment Setter,Sales VA,Standard,2026-05-27,cancelled,,1500
V00526,C0239,Helpdesk Agent,Customer Support,Standard,2026-06-14,cancelled,,1000
V00527,C0240,Bookkeeper,Bookkeeping,Standard,2026-04-10,cancelled,,1200
V00528,C0241,Cold Caller,Sales VA,Standard,2026-06-18,open,,1800
V00529,C0241,Helpdesk Agent,Customer Support,Standard,2026-04-23,filled,2026-05-11,1000
V00530,C0241,Automation Specialist,Technical,Standard,2026-06-17,open,,2100
V00531,C0241,Operations Assistant,Executive VA,Standard,2026-06-26,open,,1800
V00532,C0242,Helpdesk Agent,Customer Support,Standard,2026-06-08,filled,2026-06-28,1800
V00533,C0243,Helpdesk Agent,Customer Support,Standard,2026-04-04,filled,2026-04-14,1500
V00534,C0243,Bookkeeper,Bookkeeping,Standard,2026-07-18,open,,1200
V00535,C0243,Web Developer,Technical,High,2026-06-03,filled,2026-06-28,1500
V00536,C0243,Social Media Manager,Marketing VA,High,2026-07-18,open,,800
V00537,C0244,Social Media Manager,Marketing VA,Standard,2026-04-25,cancelled,,1000
V00538,C0244,Automation Specialist,Technical,Standard,2026-07-06,open,,1500
V00539,C0245,Accounts Payable Clerk,Bookkeeping,Standard,2026-03-25,cancelled,,1200
V00540,C0245,Cold Caller,Sales VA,Standard,2026-04-28,cancelled,,2100
V00541,C0246,Bookkeeper,Bookkeeping,High,2026-06-25,filled,2026-07-10,1500
V00542,C0246,Data Analyst,Technical,High,2026-06-25,open,,1800
V00543,C0246,Operations Assistant,Executive VA,Standard,2026-03-31,open,,1800
V00544,C0247,Operations Assistant,Executive VA,Standard,2026-05-30,cancelled,,1000
V00545,C0247,Social Media Manager,Marketing VA,High,2026-07-05,open,,1000
V00546,C0247,Bookkeeper,Bookkeeping,Standard,2026-04-01,filled,2026-05-10,1800
V00547,C0248,Email Marketer,Marketing VA,Standard,2026-05-27,filled,2026-06-05,1800
V00548,C0249,Content Writer,Marketing VA,Standard,2026-05-09,filled,2026-05-19,2100
V00549,C0249,Appointment Setter,Sales VA,Standard,2026-03-29,cancelled,,1000
V00550,C0249,Sales Development Rep,Sales VA,Standard,2026-03-24,filled,2026-04-08,1200
V00551,C0250,Helpdesk Agent,Customer Support,Standard,2026-06-04,filled,2026-06-23,1500
V00552,C0251,Automation Specialist,Technical,Standard,2026-05-20,open,,800
V00553,C0252,Operations Assistant,Executive VA,Urgent,2026-04-30,filled,2026-05-19,800
V00554,C0252,Appointment Setter,Sales VA,Standard,2026-04-13,on_hold,,2100
V00555,C0252,Email Marketer,Marketing VA,Standard,2026-04-14,filled,2026-04-26,2100
V00556,C0253,Bookkeeper,Bookkeeping,Standard,2026-05-09,filled,2026-06-12,1200
V00557,C0253,Helpdesk Agent,Customer Support,Standard,2026-07-04,open,,1000
V00558,C0253,Operations Assistant,Executive VA,High,2026-06-10,filled,2026-06-29,1800
V00559,C0254,Operations Assistant,Executive VA,High,2026-06-18,open,,1500
V00560,C0254,Bookkeeper,Bookkeeping,High,2026-05-10,cancelled,,1500
V00561,C0254,Executive Assistant,Executive VA,Standard,2026-05-22,filled,2026-06-15,1000
V00562,C0255,Bookkeeper,Bookkeeping,Standard,2026-05-14,open,,1000
V00563,C0255,Operations Assistant,Executive VA,Standard,2026-05-05,filled,2026-05-21,2100
V00564,C0255,Email Marketer,Marketing VA,Standard,2026-05-26,on_hold,,2100
V00565,C0255,Bookkeeper,Bookkeeping,Standard,2026-05-24,cancelled,,1000
V00566,C0255,Data Analyst,Technical,Standard,2026-05-12,open,,1800
V00567,C0256,Web Developer,Technical,Standard,2026-07-24,open,,800
V00568,C0257,Email Marketer,Marketing VA,Standard,2026-04-30,filled,2026-05-22,1800
V00569,C0258,Executive Assistant,Executive VA,Standard,2026-04-06,filled,2026-04-30,800
V00570,C0259,Appointment Setter,Sales VA,Standard,2026-06-30,open,,800
V00571,C0259,Accounts Payable Clerk,Bookkeeping,Standard,2026-07-20,open,,1200
V00572,C0260,Accounts Payable Clerk,Bookkeeping,High,2026-04-12,filled,2026-05-01,1200
V00573,C0260,Social Media Manager,Marketing VA,High,2026-03-19,filled,2026-04-05,800
V00574,C0261,Customer Support Agent,Customer Support,Standard,2026-07-12,open,,1800
V00575,C0262,Accounts Payable Clerk,Bookkeeping,High,2026-06-09,open,,800
V00576,C0262,Email Marketer,Marketing VA,Standard,2026-06-19,filled,2026-06-29,800
V00577,C0263,Bookkeeper,Bookkeeping,High,2026-06-30,open,,800
V00578,C0263,Helpdesk Agent,Customer Support,Standard,2026-06-03,filled,2026-06-17,1500
V00579,C0264,Bookkeeper,Bookkeeping,Standard,2026-07-07,open,,1500
V00580,C0265,Data Analyst,Technical,Standard,2026-06-09,open,,800
V00581,C0265,Customer Support Agent,Customer Support,Standard,2026-06-17,open,,1200
V00582,C0266,Helpdesk Agent,Customer Support,Standard,2026-06-14,filled,2026-07-13,1000
V00583,C0267,Customer Support Agent,Customer Support,High,2026-05-11,filled,2026-05-18,1500
V00584,C0268,Cold Caller,Sales VA,Standard,2026-05-20,filled,2026-06-16,800
V00585,C0269,Executive Assistant,Executive VA,Standard,2026-06-11,open,,1500
V00586,C0270,Accounts Payable Clerk,Bookkeeping,High,2026-07-05,open,,1200
V00587,C0271,Helpdesk Agent,Customer Support,High,2026-04-30,cancelled,,1000
V00588,C0272,Cold Caller,Sales VA,Urgent,2026-06-12,filled,2026-06-27,2100
V00589,C0272,Email Marketer,Marketing VA,High,2026-06-26,filled,2026-07-08,2100
V00590,C0273,Executive Assistant,Executive VA,High,2026-06-16,filled,2026-07-14,1200
V00591,C0273,Accounts Payable Clerk,Bookkeeping,Standard,2026-06-15,filled,2026-07-03,800
V00592,C0273,Helpdesk Agent,Customer Support,Urgent,2026-05-14,filled,2026-05-26,1800
V00593,C0274,Operations Assistant,Executive VA,Standard,2026-05-31,filled,2026-06-17,1500
V00594,C0274,Web Developer,Technical,High,2026-05-09,filled,2026-05-27,1800
V00595,C0274,Bookkeeper,Bookkeeping,Standard,2026-05-24,on_hold,,1800
V00596,C0275,Executive Assistant,Executive VA,Standard,2026-07-08,open,,2100
V00597,C0275,Executive Assistant,Executive VA,Standard,2026-07-24,open,,800
V00598,C0275,Bookkeeper,Bookkeeping,Standard,2026-05-13,filled,2026-06-21,1500
V00599,C0275,Cold Caller,Sales VA,Standard,2026-07-02,filled,2026-07-14,1200
V00600,C0275,Bookkeeper,Bookkeeping,High,2026-06-30,open,,1500
V00601,C0276,Bookkeeper,Bookkeeping,Urgent,2026-04-30,on_hold,,1500
V00602,C0276,Data Analyst,Technical,Urgent,2026-07-16,open,,800
V00603,C0277,Cold Caller,Sales VA,Standard,2026-04-29,cancelled,,1800
V00604,C0277,Accounts Payable Clerk,Bookkeeping,High,2026-07-07,open,,1200
V00605,C0277,Bookkeeper,Bookkeeping,High,2026-06-01,open,,800
V00606,C0277,Helpdesk Agent,Customer Support,Standard,2026-06-20,filled,2026-07-05,1000
V00607,C0278,Automation Specialist,Technical,High,2026-07-21,open,,2100
V00608,C0279,Appointment Setter,Sales VA,High,2026-06-06,cancelled,,1000
V00609,C0280,Helpdesk Agent,Customer Support,Standard,2026-07-18,open,,2100
V00610,C0281,Helpdesk Agent,Customer Support,Standard,2026-05-29,filled,2026-06-14,1200
V00611,C0282,Operations Assistant,Executive VA,Standard,2026-06-22,filled,2026-07-10,1000
V00612,C0283,Content Writer,Marketing VA,Standard,2026-05-29,filled,2026-06-15,1200
V00613,C0283,Customer Support Agent,Customer Support,High,2026-07-06,filled,2026-07-23,2100
V00614,C0283,Executive Assistant,Executive VA,Standard,2026-07-05,open,,1200
V00615,C0284,Cold Caller,Sales VA,Standard,2026-07-26,open,,1000
V00616,C0285,Helpdesk Agent,Customer Support,Standard,2026-05-02,filled,2026-05-15,1200
V00617,C0285,Accounts Payable Clerk,Bookkeeping,High,2026-06-26,open,,1200
V00618,C0286,Sales Development Rep,Sales VA,High,2026-07-21,open,,800
V00619,C0286,Operations Assistant,Executive VA,High,2026-06-28,filled,2026-07-17,800
V00620,C0286,Sales Development Rep,Sales VA,Standard,2026-06-21,filled,2026-07-13,800
V00621,C0286,Cold Caller,Sales VA,Standard,2026-05-16,filled,2026-06-08,1000
V00622,C0286,Web Developer,Technical,Standard,2026-05-29,open,,1200
V00623,C0287,Customer Support Agent,Customer Support,Standard,2026-06-23,open,,1800
V00624,C0287,Email Marketer,Marketing VA,High,2026-06-29,open,,800
V00625,C0287,Bookkeeper,Bookkeeping,High,2026-05-15,on_hold,,1800
V00626,C0288,Cold Caller,Sales VA,Urgent,2026-06-01,cancelled,,2100
V00627,C0289,Operations Assistant,Executive VA,High,2026-07-22,open,,2100
V00628,C0290,Operations Assistant,Executive VA,Standard,2026-06-12,open,,1200
V00629,C0291,Bookkeeper,Bookkeeping,Standard,2026-06-08,open,,800
V00630,C0291,Helpdesk Agent,Customer Support,Standard,2026-05-29,on_hold,,1200
V00631,C0291,Operations Assistant,Executive VA,Standard,2026-07-11,filled,2026-07-26,1800
V00632,C0291,Helpdesk Agent,Customer Support,Urgent,2026-06-07,cancelled,,1500
V00633,C0292,Executive Assistant,Executive VA,Standard,2026-07-04,filled,2026-07-10,2100
V00634,C0293,Data Analyst,Technical,Standard,2026-07-25,open,,1200
V00635,C0293,Executive Assistant,Executive VA,Standard,2026-06-13,open,,800
V00636,C0294,Customer Support Agent,Customer Support,High,2026-06-30,filled,2026-07-21,800
V00637,C0294,Executive Assistant,Executive VA,High,2026-07-15,open,,1800
V00638,C0294,Content Writer,Marketing VA,Standard,2026-06-03,open,,2100
V00639,C0294,Customer Support Agent,Customer Support,Standard,2026-06-20,filled,2026-07-26,800
V00640,C0295,Appointment Setter,Sales VA,Standard,2026-07-13,open,,800
V00641,C0295,Automation Specialist,Technical,Standard,2026-06-16,open,,2100
