code_ecole,nom_ecole,region,semaine,date_saisie,jours_classe,eleves_inscrits,eleves_presents,eleves_presents_parraines,repas_servis,enseignants_prevus,enseignants_presents
EC027,Ecole Ennery,Artibonite,12,2026-03-24,5,273,219,141,987,5,4
EC028,Ecole Gros-Morne,Artibonite,1,2026-01-03,5,266,196,87,0,12,11
EC028,Ecole Gros-Morne,Artibonite,2,2026-01-10,5,266,225,109,0,12,12
EC028,Ecole Gros-Morne,Artibonite,3,2026-01-17,5,266,206,110,0,12,12
EC028,Ecole Gros-Morne,Artibonite,4,2026-01-24,5,266,225,139,0,12,12
EC028,Ecole Gros-Morne,Artibonite,5,2026-02-03,5,266,208,82,0,12,11
EC028,Ecole Gros-Morne,Artibonite,6,2026-02-10,5,266,199,122,0,12,11
EC028,Ecole Gros-Morne,Artibonite,7,2026-02-17,4,266,168,69,0,12,12
EC028,Ecole Gros-Morne,Artibonite,8,2026-02-24,3,266,208,103,0,12,10
EC028,Ecole Gros-Morne,Artibonite,9,2026-03-03,5,266,201,76,0,12,12
EC028,Ecole Gros-Morne,Artibonite,10,2026-03-10,5,266,204,115,0,12,11
EC028,Ecole Gros-Morne,Artibonite,11,2026-03-17,5,266,185,75,0,12,11
EC028,Ecole Gros-Morne,Artibonite,12,2026-03-24,5,266,214,99,0,12,11
EC029,Ecole Marchand,Artibonite,1,2026-01-03,5,256,183,101,794,11,11
EC029,Ecole Marchand,Artibonite,2,2026-01-10,5,256,237,139,1067,11,11
EC029,Ecole Marchand,Artibonite,3,2026-01-17,5,256,197,98,843,11,11
EC029,Ecole Marchand,Artibonite,4,2026-01-24,5,256,209,123,969,11,11
EC029,Ecole Marchand,Artibonite,5,2026-02-03,5,256,178,95,778,11,10
EC029,Ecole Marchand,Artibonite,6,2026-02-10,5,256,190,83,855,11,10
EC029,Ecole Marchand,Artibonite,7,2026-02-17,5,256,188,111,850,11,9
EC029,Ecole Marchand,Artibonite,8,2026-02-24,5,256,179,85,802,11,9
EC029,Ecole Marchand,Artibonite,9,2026-03-03,5,256,170,73,806,11,10
EC029,Ecole Marchand,Artibonite,10,2026-03-10,5,256,169,95,792,11,11
EC029,Ecole Marchand,Artibonite,11,2026-03-17,5,256,179,83,871,11,11
EC029,Ecole Marchand,Artibonite,12,2026-03-24,0,256,158,64,0,11,10
EC030,Ecole Anse-Rouge,Artibonite,1,2026-01-03,5,131,79,46,390,4,2
EC030,Ecole Anse-Rouge,Artibonite,2,2026-01-10,5,131,75,42,347,4,3
EC030,Ecole Anse-Rouge,Artibonite,3,2026-01-17,5,131,77,34,337,4,3
EC030,Ecole Anse-Rouge,Artibonite,4,2026-01-24,5,131,74,33,357,4,2
EC030,Ecole Anse-Rouge,Artibonite,5,2026-02-03,5,131,84,41,417,4,4
EC030,Ecole Anse-Rouge,Artibonite,6,2026-02-10,5,131,76,31,378,4,4
EC030,Ecole Anse-Rouge,Artibonite,7,2026-02-17,5,131,79,39,364,4,3
EC030,Ecole Anse-Rouge,Artibonite,8,2026-02-24,5,131,70,41,311,4,4
EC030,Ecole Anse-Rouge,Artibonite,9,2026-03-03,5,131,62,29,279,4,4
EC030,Ecole Anse-Rouge,Artibonite,10,2026-03-10,5,131,74,32,354,4,4
EC030,Ecole Anse-Rouge,Artibonite,11,2026-03-17,5,131,71,29,345,4,4
EC030,Ecole Anse-Rouge,Artibonite,12,2026-03-24,5,131,67,37,291,4,3
