spend_date,channel,campaign,spend_usd,impressions,clicks
2025-06-11,Paid Social,fb_founders,272.45,10578,201
2025-06-11,Outbound,cold_email_q1,93.06,0,0
2025-06-12,Paid Search,gs_latam_talent,333.67,2547,107
2025-06-12,Paid Social,fb_retarget,295.72,11526,219
2025-06-12,Outbound,linkedin_dm,89.48,0,0
2025-06-13,Paid Search,gs_va_hire,511.26,3904,164
2025-06-13,Paid Social,fb_founders,394.97,15368,292
2025-06-13,Outbound,cold_email_q2,101.16,0,0
2025-06-14,Paid Search,gs_va_hire,92.48,690,29
2025-06-14,Paid Social,fb_retarget,61.88,2368,45
2025-06-14,Outbound,cold_email_q1,26.9,0,0
2025-06-15,Paid Search,gs_va_hire,77.51,595,25
2025-06-15,Paid Social,fb_retarget,75.49,2894,55
2025-06-15,Outbound,cold_email_q1,23.32,0,0
2025-06-16,Paid Search,gs_va_hire,302.02,2309,97
2025-06-16,Paid Social,fb_retarget,399.31,15526,295
2025-06-16,Outbound,cold_email_q2,83.49,0,0
2025-06-17,Paid Search,gs_latam_talent,333.82,2547,107
2025-06-17,Paid Social,li_agency_owners,221.8,8631,164
2025-06-17,Outbound,cold_email_q2,121.26,0,0
2025-06-18,Paid Search,gs_competitor,435.99,3333,140
2025-06-18,Paid Social,fb_retarget,366.69,14263,271
2025-06-18,Outbound,linkedin_dm,77.32,0,0
2025-06-19,Paid Search,gs_latam_talent,399.32,3047,128
2025-06-19,Paid Social,li_agency_owners,229.4,8894,169
2025-06-19,Outbound,cold_email_q1,82.2,0,0
2025-06-20,Paid Search,gs_latam_talent,511.83,3928,165
2025-06-20,Paid Social,fb_founders,268.45,10421,198
2025-06-20,Outbound,linkedin_dm,83.18,0,0
2025-06-21,Paid Search,gs_latam_talent,110.79,833,35
2025-06-21,Paid Social,fb_retarget,75.25,2894,55
2025-06-21,Outbound,cold_email_q1,30.71,0,0
2025-06-22,Paid Search,gs_latam_talent,97.98,738,31
2025-06-22,Paid Social,li_agency_owners,87.77,3421,65
2025-06-22,Outbound,cold_email_q2,22.36,0,0
2025-06-23,Paid Search,gs_latam_talent,427.66,3261,137
2025-06-23,Paid Social,fb_retarget,336.9,13105,249
2025-06-23,Outbound,linkedin_dm,106.34,0,0
2025-06-24,Paid Search,gs_va_hire,301.69,2309,97
2025-06-24,Paid Social,li_agency_owners,291.64,11368,216
2025-06-24,Outbound,cold_email_q1,92.97,0,0
2025-06-25,Paid Search,gs_competitor,335.81,2571,108
2025-06-25,Paid Social,fb_founders,371.9,14473,275
2025-06-25,Outbound,cold_email_q2,103.58,0,0
2025-06-26,Paid Search,gs_latam_talent,523.29,3999,168
2025-06-26,Paid Social,fb_founders,354.76,13789,262
2025-06-26,Outbound,cold_email_q2,119.5,0,0
2025-06-27,Paid Search,gs_va_hire,414.76,3166,133
2025-06-27,Paid Social,fb_founders,286.71,11157,212
2025-06-27,Outbound,cold_email_q1,80.84,0,0
2025-06-28,Paid Search,gs_competitor,79.48,595,25
2025-06-28,Paid Social,fb_founders,67.85,2631,50
2025-06-28,Outbound,cold_email_q1,19.3,0,0
2025-06-29,Paid Search,gs_competitor,125.22,952,40
2025-06-29,Paid Social,fb_retarget,76.59,2947,56
2025-06-29,Outbound,cold_email_q2,24.47,0,0
2025-06-30,Paid Search,gs_va_hire,440.64,3380,142
2025-06-30,Paid Social,fb_retarget,226.73,8789,167
2025-06-30,Outbound,cold_email_q1,72.86,0,0
2025-07-01,Paid Search,gs_competitor,307.54,2357,99
2025-07-01,Paid Social,fb_retarget,355.55,13842,263
2025-07-01,Outbound,cold_email_q2,93.64,0,0
2025-07-02,Paid Search,gs_latam_talent,269.62,2047,86
2025-07-02,Paid Social,,321.92,12526,238
2025-07-02,Outbound,linkedin_dm,70.94,0,0
2025-07-03,Paid Search,gs_latam_talent,289.41,2214,93
2025-07-03,Paid Social,,357.01,13894,264
2025-07-03,Outbound,linkedin_dm,73.91,0,0
2025-07-04,Paid Search,gs_latam_talent,415.93,3190,134
2025-07-04,Paid Social,li_agency_owners,220.83,8578,163
2025-07-04,Outbound,cold_email_q1,68.13,0,0
2025-07-05,Paid Search,gs_competitor,105.06,785,33
2025-07-05,Paid Social,fb_retarget,59.08,2263,43
2025-07-05,Outbound,linkedin_dm,16.72,0,0
2025-07-06,Paid Search,gs_competitor,104.72,785,33
2025-07-06,Paid Social,fb_retarget,55.58,2157,41
2025-07-06,Outbound,linkedin_dm,20.55,0,0
2025-07-07,Paid Search,gs_va_hire,354.21,2714,114
2025-07-07,Paid Social,li_agency_owners,221.97,8631,164
2025-07-07,Outbound,cold_email_q2,78.15,0,0
2025-07-08,Paid Search,gs_competitor,438.45,3357,141
2025-07-08,Paid Social,li_agency_owners,322.66,12578,239
2025-07-08,Outbound,cold_email_q2,85.75,0,0
2025-07-09,Paid Search,gs_latam_talent,477.32,3642,153
2025-07-09,Paid Social,li_agency_owners,255.83,9947,189
2025-07-09,Outbound,linkedin_dm,101.2,0,0
2025-07-10,Paid Search,gs_latam_talent,387.78,2976,125
2025-07-10,Paid Social,fb_founders,312.27,12157,231
2025-07-10,Outbound,cold_email_q2,78.16,0,0
2025-07-11,Paid Search,gs_latam_talent,323.07,2476,104
2025-07-11,Paid Social,fb_founders,296.27,11526,219
2025-07-11,Outbound,cold_email_q1,89.03,0,0
2025-07-12,Paid Search,gs_competitor,91.27,690,29
2025-07-12,Paid Social,li_agency_owners,50.0,1947,37
2025-07-12,Outbound,linkedin_dm,16.6,0,0
2025-07-13,Paid Search,gs_competitor,113.62,857,36
2025-07-13,Paid Social,li_agency_owners,52.2,2000,38
2025-07-13,Outbound,cold_email_q1,22.18,0,0
2025-07-14,Paid Search,gs_competitor,267.42,2047,86
2025-07-14,Paid Social,fb_retarget,208.42,8105,154
2025-07-14,Outbound,cold_email_q2,72.46,0,0
2025-07-15,Paid Search,gs_competitor,350.66,2690,113
2025-07-15,Paid Social,fb_founders,293.2,11421,217
2025-07-15,Outbound,cold_email_q1,99.53,0,0
2025-07-16,Paid Search,gs_latam_talent,330.28,2523,106
2025-07-16,Paid Social,li_agency_owners,275.28,10684,203
2025-07-16,Outbound,cold_email_q2,81.65,0,0
2025-07-17,Paid Search,gs_latam_talent,394.52,3023,127
2025-07-17,Paid Social,fb_retarget,343.78,13368,254
2025-07-17,Outbound,linkedin_dm,64.55,0,0
2025-07-18,Paid Search,gs_va_hire,467.36,3571,150
2025-07-18,Paid Social,li_agency_owners,348.92,13578,258
2025-07-18,Outbound,linkedin_dm,77.05,0,0
2025-07-19,Paid Search,gs_va_hire,107.68,809,34
2025-07-19,Paid Social,fb_retarget,82.23,3157,60
2025-07-19,Outbound,cold_email_q2,22.21,0,0
2025-07-20,Paid Search,gs_latam_talent,84.25,642,27
2025-07-20,Paid Social,fb_founders,59.92,2315,44
2025-07-20,Outbound,cold_email_q1,16.88,0,0
2025-07-21,Paid Search,gs_latam_talent,332.99,2547,107
2025-07-21,Paid Social,fb_founders,213.53,8315,158
2025-07-21,Outbound,cold_email_q2,69.64,0,0
2025-07-22,Paid Search,gs_latam_talent,363.41,2785,117
2025-07-22,Paid Social,fb_founders,288.91,11263,214
2025-07-22,Outbound,cold_email_q1,61.44,0,0
2025-07-23,Paid Search,gs_va_hire,367.61,2809,118
2025-07-23,Paid Social,fb_retarget,209.51,8157,155
2025-07-23,Outbound,cold_email_q1,109.44,0,0
2025-07-24,Paid Search,gs_va_hire,290.19,2214,93
2025-07-24,Paid Social,li_agency_owners,227.42,8842,168
2025-07-24,Outbound,cold_email_q1,90.07,0,0
2025-07-25,Paid Search,gs_va_hire,290.78,2214,93
2025-07-25,Paid Social,li_agency_owners,346.43,13473,256
2025-07-25,Outbound,linkedin_dm,93.61,0,0
2025-07-26,Paid Search,gs_latam_talent,91.94,690,29
2025-07-26,Paid Social,fb_founders,63.0,2421,46
2025-07-26,Outbound,linkedin_dm,20.25,0,0
2025-07-27,Paid Search,gs_va_hire,84.32,642,27
2025-07-27,Paid Social,fb_founders,55.8,2157,41
2025-07-27,Outbound,cold_email_q1,15.8,0,0
2025-07-28,Paid Search,gs_va_hire,483.44,3690,155
2025-07-28,Paid Social,fb_founders,243.09,9473,180
2025-07-28,Outbound,linkedin_dm,59.86,0,0
2025-07-29,Paid Search,gs_competitor,456.28,3500,147
2025-07-29,Paid Social,fb_founders,349.55,13578,258
2025-07-29,Outbound,linkedin_dm,108.04,0,0
2025-07-30,Paid Search,gs_competitor,295.75,2261,95
2025-07-30,Paid Social,fb_retarget,325.08,12631,240
2025-07-30,Outbound,cold_email_q1,74.89,0,0
2025-07-31,Paid Search,gs_competitor,374.48,2857,120
2025-07-31,Paid Social,fb_founders,226.02,8789,167
2025-07-31,Outbound,cold_email_q1,86.76,0,0
2025-08-01,Paid Search,gs_competitor,420.14,3214,135
2025-08-01,Paid Social,fb_retarget,275.25,10684,203
2025-08-01,Outbound,cold_email_q2,112.85,0,0
2025-08-02,Paid Search,gs_competitor,82.95,619,26
2025-08-02,Paid Social,li_agency_owners,63.33,2421,46
2025-08-02,Outbound,cold_email_q2,17.69,0,0
2025-08-03,Paid Search,gs_va_hire,79.23,595,25
2025-08-03,Paid Social,fb_retarget,78.18,3000,57
2025-08-03,Outbound,cold_email_q1,22.7,0,0
2025-08-04,Paid Search,gs_latam_talent,485.93,3714,156
2025-08-04,Paid Social,fb_founders,277.25,10789,205
2025-08-04,Outbound,linkedin_dm,65.26,0,0
2025-08-05,Paid Search,gs_va_hire,460.68,3523,148
2025-08-05,Paid Social,fb_founders,345.93,13473,256
2025-08-05,Outbound,cold_email_q1,64.5,0,0
2025-08-06,Paid Search,gs_latam_talent,516.96,3952,166
2025-08-06,Paid Social,li_agency_owners,371.96,14473,275
2025-08-06,Outbound,cold_email_q2,99.88,0,0
2025-08-07,Paid Search,gs_va_hire,381.64,2928,123
2025-08-07,Paid Social,li_agency_owners,216.59,8421,160
2025-08-07,Outbound,linkedin_dm,96.12,0,0
2025-08-08,Paid Search,gs_va_hire,454.83,3476,146
2025-08-08,Paid Social,li_agency_owners,345.41,13421,255
2025-08-08,Outbound,cold_email_q1,101.16,0,0
2025-08-09,Paid Search,gs_va_hire,108.77,833,35
2025-08-09,Paid Social,li_agency_owners,74.32,2894,55
2025-08-09,Outbound,linkedin_dm,28.6,0,0
2025-08-10,Paid Search,gs_latam_talent,73.99,547,23
2025-08-10,Paid Social,fb_founders,68.66,2631,50
2025-08-10,Outbound,cold_email_q1,20.07,0,0
2025-08-11,Paid Search,gs_competitor,364.99,2785,117
2025-08-11,Paid Social,fb_founders,370.54,14421,274
2025-08-11,Outbound,cold_email_q1,76.65,0,0
2025-08-12,Paid Search,gs_latam_talent,466.57,3571,150
2025-08-12,Paid Social,li_agency_owners,346.74,13473,256
2025-08-12,Outbound,cold_email_q2,67.93,0,0
2025-08-13,Paid Search,gs_va_hire,511.64,3928,165
2025-08-13,Paid Social,li_agency_owners,280.78,10894,207
2025-08-13,Outbound,cold_email_q1,116.77,0,0
2025-08-14,Paid Search,,362.64,2761,116
2025-08-14,Paid Social,li_agency_owners,376.34,14631,278
2025-08-14,Outbound,linkedin_dm,82.7,0,0
2025-08-15,Paid Search,gs_competitor,442.12,3380,142
2025-08-15,Paid Social,fb_founders,374.79,14578,277
2025-08-15,Outbound,cold_email_q1,105.51,0,0
2025-08-16,Paid Search,gs_competitor,97.42,738,31
2025-08-16,Paid Social,fb_retarget,64.76,2473,47
2025-08-16,Outbound,cold_email_q2,26.33,0,0
2025-08-17,Paid Search,gs_latam_talent,115.8,880,37
2025-08-17,Paid Social,fb_founders,93.82,3631,69
2025-08-17,Outbound,cold_email_q1,16.1,0,0
2025-08-18,Paid Search,gs_competitor,430.03,3285,138
2025-08-18,Paid Social,li_agency_owners,259.52,10105,192
2025-08-18,Outbound,cold_email_q1,111.56,0,0
2025-08-19,Paid Search,gs_competitor,421.21,3214,135
2025-08-19,Paid Social,fb_founders,315.21,12263,233
2025-08-19,Outbound,cold_email_q1,89.97,0,0
2025-08-20,Paid Search,gs_competitor,452.33,3452,145
2025-08-20,Paid Social,fb_retarget,364.0,14157,269
2025-08-20,Outbound,cold_email_q1,101.59,0,0
2025-08-21,Paid Search,gs_va_hire,284.24,2166,91
2025-08-21,Paid Social,fb_retarget,240.75,9368,178
2025-08-21,Outbound,linkedin_dm,87.05,0,0
2025-08-22,Paid Search,gs_competitor,419.78,3214,135
2025-08-22,Paid Social,li_agency_owners,382.49,14894,283
2025-08-22,Outbound,cold_email_q2,85.43,0,0
2025-08-23,Paid Search,gs_latam_talent,72.56,547,23
2025-08-23,Paid Social,fb_founders,77.39,3000,57
2025-08-23,Outbound,cold_email_q2,23.9,0,0
2025-08-24,Paid Search,gs_competitor,109.35,833,35
2025-08-24,Paid Social,fb_retarget,95.63,3684,70
2025-08-24,Outbound,cold_email_q1,20.69,0,0
2025-08-25,Paid Search,gs_competitor,413.88,3166,133
2025-08-25,Paid Social,fb_retarget,295.77,11526,219
2025-08-25,Outbound,cold_email_q1,117.01,0,0
2025-08-26,Paid Search,gs_va_hire,498.39,3809,160
2025-08-26,Paid Social,fb_retarget,335.94,13052,248
2025-08-26,Outbound,cold_email_q1,78.01,0,0
2025-08-27,Paid Search,gs_latam_talent,451.62,3452,145
2025-08-27,Paid Social,fb_retarget,307.52,11947,227
2025-08-27,Outbound,linkedin_dm,102.47,0,0
2025-08-28,Paid Search,gs_va_hire,457.93,3500,147
2025-08-28,Paid Social,li_agency_owners,358.2,13947,265
2025-08-28,Outbound,cold_email_q2,103.55,0,0
2025-08-29,Paid Search,gs_va_hire,452.74,3476,146
2025-08-29,Paid Social,li_agency_owners,244.86,9526,181
2025-08-29,Outbound,cold_email_q1,78.11,0,0
2025-08-30,Paid Search,gs_competitor,94.58,714,30
2025-08-30,Paid Social,fb_retarget,92.32,3578,68
2025-08-30,Outbound,cold_email_q2,27.0,0,0
2025-08-31,Paid Search,gs_competitor,87.35,666,28
2025-08-31,Paid Social,fb_retarget,83.84,3263,62
2025-08-31,Outbound,cold_email_q1,18.05,0,0
2025-09-01,Paid Search,gs_va_hire,365.91,2809,118
2025-09-01,Paid Social,fb_founders,231.97,9000,171
2025-09-01,Outbound,cold_email_q2,119.8,0,0
2025-09-02,Paid Search,gs_competitor,415.15,3166,133
2025-09-02,Paid Social,li_agency_owners,238.74,9263,176
2025-09-02,Outbound,cold_email_q2,118.38,0,0
2025-09-03,Paid Search,gs_va_hire,307.67,2357,99
2025-09-03,Paid Social,fb_founders,269.15,10473,199
2025-09-03,Outbound,linkedin_dm,122.1,0,0
2025-09-04,Paid Search,gs_latam_talent,397.25,3047,128
2025-09-04,Paid Social,fb_founders,319.83,12421,236
2025-09-04,Outbound,cold_email_q1,109.06,0,0
2025-09-05,Paid Search,gs_va_hire,443.8,3404,143
2025-09-05,Paid Social,fb_founders,394.63,15368,292
2025-09-05,Outbound,cold_email_q1,98.52,0,0
2025-09-06,Paid Search,gs_competitor,122.61,928,39
2025-09-06,Paid Social,fb_founders,62.03,2368,45
2025-09-06,Outbound,cold_email_q1,20.14,0,0
2025-09-07,Paid Search,gs_latam_talent,103.43,785,33
2025-09-07,Paid Social,fb_retarget,56.36,2157,41
2025-09-07,Outbound,linkedin_dm,25.06,0,0
2025-09-08,Paid Search,gs_va_hire,401.58,3071,129
2025-09-08,Paid Social,fb_retarget,260.11,10105,192
2025-09-08,Outbound,cold_email_q1,96.46,0,0
2025-09-09,Paid Search,gs_latam_talent,340.48,2595,109
2025-09-09,Paid Social,fb_founders,364.05,14157,269
2025-09-09,Outbound,linkedin_dm,71.85,0,0
2025-09-10,Paid Search,,296.74,2261,95
2025-09-10,Paid Social,fb_retarget,380.26,14789,281
2025-09-10,Outbound,linkedin_dm,76.42,0,0
2025-09-11,Paid Search,gs_competitor,495.98,3785,159
2025-09-11,Paid Social,fb_retarget,226.43,8789,167
2025-09-11,Outbound,cold_email_q1,100.89,0,0
2025-09-12,Paid Search,gs_va_hire,471.02,3595,151
2025-09-12,Paid Social,fb_founders,383.29,14894,283
2025-09-12,Outbound,cold_email_q2,120.02,0,0
2025-09-13,Paid Search,gs_latam_talent,130.76,999,42
2025-09-13,Paid Social,fb_founders,87.77,3421,65
2025-09-13,Outbound,cold_email_q2,30.46,0,0
2025-09-14,Paid Search,gs_va_hire,90.46,690,29
2025-09-14,Paid Social,fb_retarget,66.09,2526,48
2025-09-14,Outbound,cold_email_q1,20.37,0,0
2025-09-15,Paid Search,gs_competitor,545.55,4166,175
2025-09-15,Paid Social,fb_retarget,392.66,15263,290
2025-09-15,Outbound,linkedin_dm,111.82,0,0
2025-09-16,Paid Search,gs_latam_talent,543.92,4166,175
2025-09-16,Paid Social,fb_retarget,363.96,14157,269
2025-09-16,Outbound,cold_email_q1,119.11,0,0
2025-09-17,Paid Search,gs_competitor,462.12,3547,149
2025-09-17,Paid Social,fb_retarget,313.51,12210,232
2025-09-17,Outbound,cold_email_q1,104.71,0,0
2025-09-18,Paid Search,gs_latam_talent,484.89,3714,156
2025-09-18,Paid Social,li_agency_owners,255.47,9947,189
2025-09-18,Outbound,linkedin_dm,69.85,0,0
2025-09-19,Paid Search,gs_va_hire,544.47,4166,175
2025-09-19,Paid Social,li_agency_owners,397.39,15473,294
2025-09-19,Outbound,linkedin_dm,67.88,0,0
2025-09-20,Paid Search,gs_va_hire,94.1,714,30
2025-09-20,Paid Social,fb_founders,99.37,3842,73
2025-09-20,Outbound,cold_email_q2,30.11,0,0
2025-09-21,Paid Search,gs_va_hire,99.04,738,31
2025-09-21,Paid Social,li_agency_owners,94.52,3684,70
2025-09-21,Outbound,cold_email_q2,26.73,0,0
2025-09-22,Paid Search,gs_latam_talent,453.96,3476,146
2025-09-22,Paid Social,,247.4,9631,183
2025-09-22,Outbound,cold_email_q2,86.4,0,0
2025-09-23,Paid Search,gs_latam_talent,378.7,2904,122
2025-09-23,Paid Social,fb_founders,388.1,15105,287
2025-09-23,Outbound,cold_email_q2,92.67,0,0
2025-09-24,Paid Search,gs_competitor,431.87,3309,139
2025-09-24,Paid Social,li_agency_owners,382.85,14894,283
2025-09-24,Outbound,linkedin_dm,81.8,0,0
2025-09-25,Paid Search,gs_latam_talent,313.5,2404,101
2025-09-25,Paid Social,li_agency_owners,384.61,14947,284
2025-09-25,Outbound,cold_email_q1,114.92,0,0
2025-09-26,Paid Search,gs_va_hire,410.09,3142,132
2025-09-26,Paid Social,fb_retarget,388.32,15105,287
2025-09-26,Outbound,cold_email_q2,121.93,0,0
2025-09-27,Paid Search,gs_latam_talent,116.88,880,37
2025-09-27,Paid Social,fb_founders,94.68,3684,70
2025-09-27,Outbound,linkedin_dm,26.85,0,0
2025-09-28,Paid Search,gs_va_hire,85.33,642,27
2025-09-28,Paid Social,fb_founders,58.17,2263,43
2025-09-28,Outbound,linkedin_dm,21.79,0,0
2025-09-29,Paid Search,gs_latam_talent,478.46,3666,154
2025-09-29,Paid Social,fb_retarget,308.33,12000,228
2025-09-29,Outbound,linkedin_dm,122.58,0,0
2025-09-30,Paid Search,gs_va_hire,376.53,2880,121
2025-09-30,Paid Social,fb_retarget,387.44,15052,286
2025-09-30,Outbound,cold_email_q1,69.87,0,0
2025-10-01,Paid Search,gs_va_hire,482.64,3690,155
2025-10-01,Paid Social,li_agency_owners,295.82,11526,219
2025-10-01,Outbound,linkedin_dm,95.9,0,0
2025-10-02,Paid Search,gs_va_hire,537.27,4119,173
2025-10-02,Paid Social,fb_founders,285.8,11105,211
2025-10-02,Outbound,linkedin_dm,103.66,0,0
2025-10-03,Paid Search,gs_latam_talent,500.06,3833,161
2025-10-03,Paid Social,fb_retarget,305.24,11894,226
2025-10-03,Outbound,cold_email_q2,108.96,0,0
2025-10-04,Paid Search,gs_latam_talent,96.47,738,31
2025-10-04,Paid Social,li_agency_owners,71.32,2736,52
2025-10-04,Outbound,,29.46,0,0
2025-10-05,Paid Search,gs_latam_talent,112.84,857,36
2025-10-05,Paid Social,li_agency_owners,100.38,3894,74
2025-10-05,Outbound,linkedin_dm,25.53,0,0
2025-10-06,Paid Search,gs_competitor,404.43,3095,130
2025-10-06,Paid Social,li_agency_owners,309.32,12052,229
2025-10-06,Outbound,linkedin_dm,85.28,0,0
2025-10-07,Paid Search,gs_competitor,459.48,3523,148
2025-10-07,Paid Social,li_agency_owners,302.06,11736,223
2025-10-07,Outbound,cold_email_q2,119.89,0,0
2025-10-08,Paid Search,gs_va_hire,430.33,3285,138
2025-10-08,Paid Social,li_agency_owners,258.84,10052,191
2025-10-08,Outbound,cold_email_q2,108.38,0,0
2025-10-09,Paid Search,gs_latam_talent,307.71,2357,99
2025-10-09,Paid Social,fb_founders,319.06,12421,236
2025-10-09,Outbound,linkedin_dm,120.86,0,0
2025-10-10,Paid Search,gs_va_hire,500.73,3833,161
2025-10-10,Paid Social,fb_founders,392.47,15263,290
2025-10-10,Outbound,cold_email_q1,77.22,0,0
2025-10-11,Paid Search,,97.04,738,31
2025-10-11,Paid Social,fb_retarget,70.24,2736,52
2025-10-11,Outbound,cold_email_q2,26.01,0,0
2025-10-12,Paid Search,gs_va_hire,121.88,928,39
2025-10-12,Paid Social,fb_founders,100.51,3894,74
2025-10-12,Outbound,cold_email_q1,21.59,0,0
2025-10-13,Paid Search,gs_competitor,510.25,3904,164
2025-10-13,Paid Social,fb_retarget,371.85,14473,275
2025-10-13,Outbound,cold_email_q1,110.97,0,0
2025-10-14,Paid Search,gs_competitor,385.65,2952,124
2025-10-14,Paid Social,li_agency_owners,384.56,14947,284
2025-10-14,Outbound,cold_email_q2,111.23,0,0
2025-10-15,Paid Search,gs_va_hire,312.68,2380,100
2025-10-15,Paid Social,,231.83,9000,171
2025-10-15,Outbound,cold_email_q1,117.54,0,0
2025-10-16,Paid Search,gs_latam_talent,341.35,2619,110
2025-10-16,Paid Social,li_agency_owners,332.54,12947,246
2025-10-16,Outbound,cold_email_q2,75.71,0,0
2025-10-17,Paid Search,gs_competitor,341.22,2619,110
2025-10-17,Paid Social,fb_founders,299.82,11684,222
2025-10-17,Outbound,cold_email_q1,91.25,0,0
2025-10-18,Paid Search,gs_competitor,124.76,952,40
2025-10-18,Paid Social,fb_retarget,84.78,3263,62
2025-10-18,Outbound,cold_email_q2,26.28,0,0
2025-10-19,Paid Search,gs_latam_talent,87.84,666,28
2025-10-19,Paid Social,fb_founders,90.14,3473,66
2025-10-19,Outbound,linkedin_dm,24.73,0,0
2025-10-20,Paid Search,gs_competitor,540.37,4142,174
2025-10-20,Paid Social,li_agency_owners,329.28,12789,243
2025-10-20,Outbound,linkedin_dm,112.05,0,0
2025-10-21,Paid Search,gs_va_hire,316.99,2428,102
2025-10-21,Paid Social,fb_founders,357.41,13894,264
2025-10-21,Outbound,cold_email_q1,71.25,0,0
2025-10-22,Paid Search,gs_latam_talent,454.31,3476,146
2025-10-22,Paid Social,li_agency_owners,219.49,8526,162
2025-10-22,Outbound,cold_email_q2,105.48,0,0
2025-10-23,Paid Search,gs_competitor,457.52,3500,147
2025-10-23,Paid Social,fb_retarget,397.88,15473,294
2025-10-23,Outbound,cold_email_q1,107.4,0,0
2025-10-24,Paid Search,gs_va_hire,386.73,2952,124
2025-10-24,Paid Social,fb_retarget,223.18,8684,165
2025-10-24,Outbound,cold_email_q2,79.08,0,0
2025-10-25,Paid Search,gs_competitor,89.61,666,28
2025-10-25,Paid Social,fb_founders,65.09,2526,48
2025-10-25,Outbound,linkedin_dm,23.47,0,0
2025-10-26,Paid Search,gs_va_hire,135.86,1023,43
2025-10-26,Paid Social,fb_retarget,55.29,2105,40
2025-10-26,Outbound,linkedin_dm,17.67,0,0
2025-10-27,Paid Search,gs_latam_talent,448.72,3428,144
2025-10-27,Paid Social,fb_founders,266.5,10368,197
2025-10-27,Outbound,cold_email_q1,82.6,0,0
2025-10-28,Paid Search,gs_va_hire,454.1,3476,146
2025-10-28,Paid Social,fb_retarget,229.35,8894,169
2025-10-28,Outbound,linkedin_dm,113.68,0,0
2025-10-29,Paid Search,gs_competitor,307.17,2357,99
2025-10-29,Paid Social,fb_founders,386.57,15052,286
2025-10-29,Outbound,linkedin_dm,107.93,0,0
2025-10-30,Paid Search,gs_competitor,359.63,2761,116
2025-10-30,Paid Social,fb_founders,346.78,13473,256
2025-10-30,Outbound,linkedin_dm,68.59,0,0
2025-10-31,Paid Search,gs_competitor,510.93,3904,164
2025-10-31,Paid Social,li_agency_owners,241.4,9368,178
2025-10-31,Outbound,cold_email_q2,97.37,0,0
2025-11-01,Paid Search,gs_competitor,107.86,809,34
2025-11-01,Paid Social,li_agency_owners,65.49,2526,48
2025-11-01,Outbound,cold_email_q2,22.73,0,0
2025-11-02,Paid Search,gs_competitor,106.87,809,34
2025-11-02,Paid Social,fb_founders,91.12,3526,67
2025-11-02,Outbound,linkedin_dm,28.12,0,0
2025-11-03,Paid Search,gs_competitor,513.56,3928,165
2025-11-03,Paid Social,fb_founders,241.78,9421,179
2025-11-03,Outbound,cold_email_q1,98.48,0,0
2025-11-04,Paid Search,gs_competitor,430.63,3285,138
2025-11-04,Paid Social,li_agency_owners,273.06,10631,202
2025-11-04,Outbound,cold_email_q2,104.35,0,0
2025-11-05,Paid Search,gs_latam_talent,304.88,2333,98
2025-11-05,Paid Social,li_agency_owners,265.42,10315,196
2025-11-05,Outbound,cold_email_q2,114.61,0,0
2025-11-06,Paid Search,gs_latam_talent,409.84,3142,132
2025-11-06,Paid Social,fb_retarget,399.62,15578,296
2025-11-06,Outbound,cold_email_q1,76.61,0,0
2025-11-07,Paid Search,gs_competitor,372.53,2857,120
2025-11-07,Paid Social,fb_retarget,383.9,14947,284
2025-11-07,Outbound,cold_email_q1,71.86,0,0
2025-11-08,Paid Search,,78.1,595,25
2025-11-08,Paid Social,fb_founders,69.26,2684,51
2025-11-08,Outbound,linkedin_dm,19.75,0,0
2025-11-09,Paid Search,gs_va_hire,96.87,738,31
2025-11-09,Paid Social,li_agency_owners,89.75,3473,66
2025-11-09,Outbound,cold_email_q2,30.05,0,0
2025-11-10,Paid Search,gs_latam_talent,421.13,3214,135
2025-11-10,Paid Social,li_agency_owners,357.03,13894,264
2025-11-10,Outbound,cold_email_q2,94.06,0,0
2025-11-11,Paid Search,gs_va_hire,539.41,4142,174
2025-11-11,Paid Social,fb_founders,363.7,14157,269
2025-11-11,Outbound,cold_email_q1,91.37,0,0
2025-11-12,Paid Search,gs_competitor,523.73,3999,168
2025-11-12,Paid Social,fb_retarget,361.97,14105,268
2025-11-12,Outbound,cold_email_q1,81.27,0,0
2025-11-13,Paid Search,gs_va_hire,417.38,3190,134
2025-11-13,Paid Social,li_agency_owners,394.52,15368,292
2025-11-13,Outbound,linkedin_dm,75.38,0,0
2025-11-14,Paid Search,gs_latam_talent,470.84,3595,151
2025-11-14,Paid Social,fb_founders,396.22,15421,293
2025-11-14,Outbound,cold_email_q2,110.91,0,0
2025-11-15,Paid Search,gs_va_hire,133.82,1023,43
2025-11-15,Paid Social,fb_retarget,54.91,2105,40
2025-11-15,Outbound,,23.33,0,0
2025-11-16,Paid Search,gs_latam_talent,105.37,785,33
2025-11-16,Paid Social,,78.63,3052,58
2025-11-16,Outbound,cold_email_q2,17.47,0,0
2025-11-17,Paid Search,gs_va_hire,490.93,3761,158
2025-11-17,Paid Social,fb_founders,372.97,14526,276
2025-11-17,Outbound,cold_email_q2,83.21,0,0
2025-11-18,Paid Search,gs_va_hire,397.9,3047,128
2025-11-18,Paid Social,,389.06,15157,288
2025-11-18,Outbound,cold_email_q2,102.82,0,0
2025-11-19,Paid Search,gs_competitor,542.87,4166,175
2025-11-19,Paid Social,fb_founders,250.59,9736,185
2025-11-19,Outbound,linkedin_dm,104.38,0,0
2025-11-20,Paid Search,gs_latam_talent,432.42,3309,139
