run_id,pipeline_name,run_date,started_at,status,rows_ingested,duration_seconds,error_message
R000789,stripe_invoices,2025-05-12,2025-05-12 03:23:00,success,15103,107,
R000790,ga4_sessions,2025-05-12,2025-05-12 05:29:00,success,10737,903,
R000791,ads_spend,2025-05-12,2025-05-12 03:10:00,success,15525,146,
R000792,hubspot_leads,2025-05-12,2025-05-12 03:18:00,success,13411,197,
R000793,ats_submittals,2025-05-13,2025-05-13 03:59:00,success,13644,259,
R000794,ats_vacancies,2025-05-13,2025-05-13 05:44:00,success,15717,238,
R000795,stripe_invoices,2025-05-13,2025-05-13 02:29:00,success,8635,187,
R000796,ga4_sessions,2025-05-13,2025-05-13 04:28:00,success,16705,425,
R000797,ads_spend,2025-05-13,2025-05-13 02:11:00,success,10367,335,
R000798,hubspot_leads,2025-05-13,2025-05-13 03:25:00,success,15834,266,
R000799,ats_submittals,2025-05-14,2025-05-14 05:53:00,success,7732,221,
R000800,ats_vacancies,2025-05-14,2025-05-14 03:44:00,success,10703,220,
R000801,stripe_invoices,2025-05-14,2025-05-14 05:53:00,success,15151,98,
R000802,ga4_sessions,2025-05-14,2025-05-14 05:32:00,success,6135,669,
R000803,ads_spend,2025-05-14,2025-05-14 03:27:00,success,12462,331,
R000804,hubspot_leads,2025-05-14,2025-05-14 04:12:00,success,13364,173,
R000805,ats_submittals,2025-05-15,2025-05-15 05:50:00,success,9883,241,
R000806,ats_vacancies,2025-05-15,2025-05-15 03:56:00,success,21284,144,
R000807,stripe_invoices,2025-05-15,2025-05-15 04:56:00,success,17593,137,
R000808,ga4_sessions,2025-05-15,2025-05-15 05:29:00,success,9571,730,
R000809,ads_spend,2025-05-15,2025-05-15 04:29:00,success,8164,260,
R000810,hubspot_leads,2025-05-15,2025-05-15 05:47:00,success,15872,159,
R000811,ats_submittals,2025-05-16,2025-05-16 02:51:00,success,7270,156,
R000812,ats_vacancies,2025-05-16,2025-05-16 05:11:00,success,13587,201,
R000813,stripe_invoices,2025-05-16,2025-05-16 04:50:00,success,10986,110,
R000814,ga4_sessions,2025-05-16,2025-05-16 02:40:00,success,9823,740,
R000815,ads_spend,2025-05-16,2025-05-16 02:13:00,success,15256,103,
R000816,hubspot_leads,2025-05-16,2025-05-16 02:26:00,success,16669,128,
R000817,ats_submittals,2025-05-17,2025-05-17 04:16:00,success,3514,232,
R000818,ats_vacancies,2025-05-17,2025-05-17 04:19:00,success,2354,288,
R000819,stripe_invoices,2025-05-17,2025-05-17 03:41:00,success,2797,270,
R000820,ga4_sessions,2025-05-17,2025-05-17 03:48:00,success,4679,733,
R000821,ads_spend,2025-05-17,2025-05-17 05:28:00,success,3369,233,
R000822,hubspot_leads,2025-05-17,2025-05-17 04:39:00,success,3393,234,
R000823,ats_submittals,2025-05-18,2025-05-18 04:13:00,success,1748,331,
R000824,ats_vacancies,2025-05-18,2025-05-18 04:14:00,success,4476,221,
R000825,stripe_invoices,2025-05-18,2025-05-18 03:17:00,success,3526,204,
R000826,ga4_sessions,2025-05-18,2025-05-18 05:16:00,success,2794,635,
R000827,ads_spend,2025-05-18,2025-05-18 03:39:00,success,2362,304,
R000828,hubspot_leads,2025-05-18,2025-05-18 04:11:00,success,3218,292,
R000829,ats_submittals,2025-05-19,2025-05-19 05:55:00,success,12877,224,
R000830,ats_vacancies,2025-05-19,2025-05-19 05:35:00,success,8375,213,
R000831,stripe_invoices,2025-05-19,2025-05-19 02:51:00,success,16190,243,
R000832,ga4_sessions,2025-05-19,2025-05-19 04:40:00,success,13003,502,
R000833,ads_spend,2025-05-19,2025-05-19 03:38:00,success,22407,267,
R000834,hubspot_leads,2025-05-19,2025-05-19 05:19:00,success,18954,203,
R000835,ats_submittals,2025-05-20,2025-05-20 04:25:00,success,20282,208,
R000836,ats_vacancies,2025-05-20,2025-05-20 02:42:00,success,8748,145,
R000837,stripe_invoices,2025-05-20,2025-05-20 04:15:00,success,10863,240,
R000838,ga4_sessions,2025-05-20,2025-05-20 03:48:00,failed,0,654,API rate limit exceeded
R000839,ads_spend,2025-05-20,2025-05-20 05:58:00,success,11066,172,
R000840,hubspot_leads,2025-05-20,2025-05-20 05:46:00,success,11059,150,
R000841,ats_submittals,2025-05-21,2025-05-21 03:30:00,success,13108,130,
R000842,ats_vacancies,2025-05-21,2025-05-21 02:34:00,success,15732,388,
R000843,stripe_invoices,2025-05-21,2025-05-21 03:42:00,success,8718,301,
R000844,ga4_sessions,2025-05-21,2025-05-21 02:53:00,success,11738,842,
R000845,ads_spend,2025-05-21,2025-05-21 03:43:00,success,9644,311,
R000846,hubspot_leads,2025-05-21,2025-05-21 02:23:00,success,9398,191,
R000847,ats_submittals,2025-05-22,2025-05-22 05:28:00,success,16205,154,
R000848,ats_vacancies,2025-05-22,2025-05-22 05:34:00,success,11189,183,
R000849,stripe_invoices,2025-05-22,2025-05-22 05:44:00,success,8341,56,
R000850,ga4_sessions,2025-05-22,2025-05-22 02:39:00,failed,0,931,API rate limit exceeded
R000851,ads_spend,2025-05-22,2025-05-22 02:59:00,failed,0,198,Schema drift: new column
R000852,hubspot_leads,2025-05-22,2025-05-22 02:52:00,success,12627,221,
R000853,ats_submittals,2025-05-23,2025-05-23 04:39:00,success,15770,212,
R000854,ats_vacancies,2025-05-23,2025-05-23 02:32:00,success,12018,159,
R000855,stripe_invoices,2025-05-23,2025-05-23 02:31:00,success,8207,66,
R000856,ga4_sessions,2025-05-23,2025-05-23 04:49:00,success,3369,848,
R000857,ads_spend,2025-05-23,2025-05-23 02:24:00,success,13667,263,
R000858,hubspot_leads,2025-05-23,2025-05-23 04:50:00,success,17249,179,
R000859,ats_submittals,2025-05-24,2025-05-24 02:37:00,success,3462,200,
R000860,ats_vacancies,2025-05-24,2025-05-24 03:35:00,success,2650,239,
R000861,stripe_invoices,2025-05-24,2025-05-24 03:35:00,success,2294,297,
R000862,ga4_sessions,2025-05-24,2025-05-24 03:44:00,success,2147,662,
R000863,ads_spend,2025-05-24,2025-05-24 04:32:00,success,2859,270,
R000864,hubspot_leads,2025-05-24,2025-05-24 02:44:00,success,3039,344,
R000865,ats_submittals,2025-05-25,2025-05-25 04:14:00,success,3306,248,
R000866,ats_vacancies,2025-05-25,2025-05-25 02:37:00,success,3886,272,
R000867,stripe_invoices,2025-05-25,2025-05-25 03:38:00,success,3228,304,
R000868,ga4_sessions,2025-05-25,2025-05-25 02:13:00,success,1932,1049,
R000869,ads_spend,2025-05-25,2025-05-25 05:14:00,success,3205,167,
R000870,hubspot_leads,2025-05-25,2025-05-25 02:52:00,success,2761,92,
R000871,ats_submittals,2025-05-26,2025-05-26 04:41:00,success,6669,142,
R000872,ats_vacancies,2025-05-26,2025-05-26 05:40:00,success,8209,179,
R000873,stripe_invoices,2025-05-26,2025-05-26 02:32:00,success,16548,180,
R000874,ga4_sessions,2025-05-26,2025-05-26 03:37:00,success,17742,245,
R000875,ads_spend,2025-05-26,2025-05-26 04:10:00,success,15012,146,
R000876,hubspot_leads,2025-05-26,2025-05-26 05:51:00,success,16910,110,
R000877,ats_submittals,2025-05-27,2025-05-27 05:34:00,success,15484,113,
R000878,ats_vacancies,2025-05-27,2025-05-27 04:11:00,success,15238,157,
R000879,stripe_invoices,2025-05-27,2025-05-27 04:23:00,success,13155,296,
R000880,ga4_sessions,2025-05-27,2025-05-27 03:14:00,success,11512,627,
R000881,ads_spend,2025-05-27,2025-05-27 04:59:00,success,16721,133,
R000882,hubspot_leads,2025-05-27,2025-05-27 02:54:00,success,7798,247,
R000883,ats_submittals,2025-05-28,2025-05-28 02:41:00,success,13837,238,
R000884,ats_vacancies,2025-05-28,2025-05-28 04:27:00,success,9058,190,
R000885,stripe_invoices,2025-05-28,2025-05-28 02:22:00,success,15459,183,
R000886,ga4_sessions,2025-05-28,2025-05-28 03:43:00,success,13906,649,
R000887,ads_spend,2025-05-28,2025-05-28 03:20:00,success,21624,343,
R000888,hubspot_leads,2025-05-28,2025-05-28 02:34:00,success,12194,264,
R000889,ats_submittals,2025-05-29,2025-05-29 03:15:00,success,13177,152,
R000890,ats_vacancies,2025-05-29,2025-05-29 05:46:00,success,14506,163,
R000891,stripe_invoices,2025-05-29,2025-05-29 04:25:00,success,11310,196,
R000892,ga4_sessions,2025-05-29,2025-05-29 05:56:00,success,7156,339,
R000893,ads_spend,2025-05-29,2025-05-29 05:35:00,success,15778,134,
R000894,hubspot_leads,2025-05-29,2025-05-29 02:37:00,success,12887,100,
R000895,ats_submittals,2025-05-30,2025-05-30 05:28:00,success,9500,281,
R000896,ats_vacancies,2025-05-30,2025-05-30 05:20:00,success,10242,237,
R000897,stripe_invoices,2025-05-30,2025-05-30 05:37:00,success,10766,278,
R000898,ga4_sessions,2025-05-30,2025-05-30 04:32:00,success,8064,533,
R000899,ads_spend,2025-05-30,2025-05-30 04:19:00,success,15770,259,
R000900,hubspot_leads,2025-05-30,2025-05-30 02:38:00,success,9165,233,
R000901,ats_submittals,2025-05-31,2025-05-31 05:44:00,success,2941,290,
R000902,ats_vacancies,2025-05-31,2025-05-31 04:54:00,success,2040,174,
R000903,stripe_invoices,2025-05-31,2025-05-31 04:54:00,success,3266,204,
R000904,ga4_sessions,2025-05-31,2025-05-31 05:10:00,success,3900,1027,
R000905,ads_spend,2025-05-31,2025-05-31 02:54:00,success,5434,80,
R000906,hubspot_leads,2025-05-31,2025-05-31 03:22:00,success,2975,216,
R000907,ats_submittals,2025-06-01,2025-06-01 04:51:00,success,4148,193,
R000908,ats_vacancies,2025-06-01,2025-06-01 05:52:00,success,4308,201,
R000909,stripe_invoices,2025-06-01,2025-06-01 02:56:00,success,3766,200,
R000910,ga4_sessions,2025-06-01,2025-06-01 02:45:00,success,4248,931,
R000911,ads_spend,2025-06-01,2025-06-01 03:31:00,success,4070,162,
R000912,hubspot_leads,2025-06-01,2025-06-01 02:43:00,success,4044,150,
R000913,ats_submittals,2025-06-02,2025-06-02 05:48:00,success,12607,222,
R000914,ats_vacancies,2025-06-02,2025-06-02 05:35:00,success,14604,196,
R000915,stripe_invoices,2025-06-02,2025-06-02 04:34:00,success,8142,115,
R000916,ga4_sessions,2025-06-02,2025-06-02 02:47:00,success,9227,343,
R000917,ads_spend,2025-06-02,2025-06-02 03:13:00,success,11998,151,
R000918,hubspot_leads,2025-06-02,2025-06-02 05:16:00,success,5875,266,
R000919,ats_submittals,2025-06-03,2025-06-03 05:23:00,success,12256,269,
R000920,ats_vacancies,2025-06-03,2025-06-03 02:31:00,success,17817,264,
R000921,stripe_invoices,2025-06-03,2025-06-03 02:38:00,success,14061,162,
R000922,ga4_sessions,2025-06-03,2025-06-03 05:55:00,success,15365,1028,
R000923,ads_spend,2025-06-03,2025-06-03 02:34:00,success,5328,303,
R000924,hubspot_leads,2025-06-03,2025-06-03 02:45:00,success,10796,211,
R000925,ats_submittals,2025-06-04,2025-06-04 04:25:00,success,12210,258,
R000926,ats_vacancies,2025-06-04,2025-06-04 05:58:00,success,14654,166,
R000927,stripe_invoices,2025-06-04,2025-06-04 03:26:00,success,12922,283,
R000928,ga4_sessions,2025-06-04,2025-06-04 05:53:00,success,9368,542,
R000929,ads_spend,2025-06-04,2025-06-04 05:47:00,success,13830,274,
R000930,hubspot_leads,2025-06-04,2025-06-04 02:38:00,success,8169,161,
R000931,ats_submittals,2025-06-05,2025-06-05 04:54:00,success,11354,178,
R000932,ats_vacancies,2025-06-05,2025-06-05 02:12:00,success,14641,287,
R000933,stripe_invoices,2025-06-05,2025-06-05 02:46:00,success,9802,200,
R000934,ga4_sessions,2025-06-05,2025-06-05 05:26:00,success,7061,917,
R000935,ads_spend,2025-06-05,2025-06-05 03:27:00,success,17307,213,
R000936,hubspot_leads,2025-06-05,2025-06-05 02:19:00,success,15585,212,
R000937,ats_submittals,2025-06-06,2025-06-06 05:54:00,success,12325,249,
R000938,ats_vacancies,2025-06-06,2025-06-06 05:42:00,success,11573,275,
R000939,stripe_invoices,2025-06-06,2025-06-06 04:12:00,success,8426,199,
R000940,ga4_sessions,2025-06-06,2025-06-06 04:11:00,success,17598,796,
R000941,ads_spend,2025-06-06,2025-06-06 02:12:00,success,13837,195,
R000942,hubspot_leads,2025-06-06,2025-06-06 02:36:00,success,12504,199,
R000943,ats_submittals,2025-06-07,2025-06-07 04:27:00,success,3361,153,
R000944,ats_vacancies,2025-06-07,2025-06-07 03:37:00,success,2376,125,
R000945,stripe_invoices,2025-06-07,2025-06-07 03:46:00,success,2184,197,
R000946,ga4_sessions,2025-06-07,2025-06-07 05:36:00,success,2525,649,
R000947,ads_spend,2025-06-07,2025-06-07 04:49:00,success,3553,216,
R000948,hubspot_leads,2025-06-07,2025-06-07 02:39:00,success,3404,167,
R000949,ats_submittals,2025-06-08,2025-06-08 02:46:00,success,3222,88,
R000950,ats_vacancies,2025-06-08,2025-06-08 02:55:00,success,3813,192,
R000951,stripe_invoices,2025-06-08,2025-06-08 05:43:00,success,4118,69,
R000952,ga4_sessions,2025-06-08,2025-06-08 02:33:00,success,1337,455,
R000953,ads_spend,2025-06-08,2025-06-08 05:43:00,failed,0,72,Schema drift: new column
R000954,hubspot_leads,2025-06-08,2025-06-08 02:36:00,success,2144,258,
R000955,ats_submittals,2025-06-09,2025-06-09 05:23:00,success,3551,266,
R000956,ats_vacancies,2025-06-09,2025-06-09 05:58:00,success,5171,281,
R000957,stripe_invoices,2025-06-09,2025-06-09 03:26:00,success,16533,148,
R000958,ga4_sessions,2025-06-09,2025-06-09 03:17:00,success,11161,763,
R000959,ads_spend,2025-06-09,2025-06-09 05:49:00,success,11717,265,
R000960,hubspot_leads,2025-06-09,2025-06-09 03:12:00,success,15237,286,
R000961,ats_submittals,2025-06-10,2025-06-10 02:41:00,success,10335,174,
R000962,ats_vacancies,2025-06-10,2025-06-10 03:43:00,success,8568,228,
R000963,stripe_invoices,2025-06-10,2025-06-10 04:55:00,success,14996,224,
R000964,ga4_sessions,2025-06-10,2025-06-10 05:53:00,success,18770,602,
R000965,ads_spend,2025-06-10,2025-06-10 02:30:00,success,9577,180,
R000966,hubspot_leads,2025-06-10,2025-06-10 03:49:00,success,11351,381,
R000967,ats_submittals,2025-06-11,2025-06-11 03:33:00,success,10751,171,
R000968,ats_vacancies,2025-06-11,2025-06-11 04:17:00,success,10799,174,
R000969,stripe_invoices,2025-06-11,2025-06-11 02:25:00,success,12205,145,
R000970,ga4_sessions,2025-06-11,2025-06-11 02:15:00,success,9346,544,
R000971,ads_spend,2025-06-11,2025-06-11 03:45:00,success,5001,158,
R000972,hubspot_leads,2025-06-11,2025-06-11 02:12:00,failed,0,144,Auth token expired
R000973,ats_submittals,2025-06-12,2025-06-12 04:56:00,success,12879,312,
R000974,ats_vacancies,2025-06-12,2025-06-12 02:25:00,success,12544,249,
R000975,stripe_invoices,2025-06-12,2025-06-12 05:31:00,success,7900,240,
R000976,ga4_sessions,2025-06-12,2025-06-12 02:33:00,success,11819,697,
R000977,ads_spend,2025-06-12,2025-06-12 02:31:00,success,8294,215,
R000978,hubspot_leads,2025-06-12,2025-06-12 02:48:00,success,13978,166,
R000979,ats_submittals,2025-06-13,2025-06-13 05:25:00,success,14731,368,
R000980,ats_vacancies,2025-06-13,2025-06-13 05:28:00,success,13756,210,
R000981,stripe_invoices,2025-06-13,2025-06-13 05:39:00,success,12592,116,
R000982,ga4_sessions,2025-06-13,2025-06-13 03:55:00,success,10361,1016,
R000983,ads_spend,2025-06-13,2025-06-13 02:15:00,failed,0,217,Source returned 0 rows
R000984,hubspot_leads,2025-06-13,2025-06-13 05:10:00,success,10496,289,
R000985,ats_submittals,2025-06-14,2025-06-14 05:14:00,success,2547,381,
R000986,ats_vacancies,2025-06-14,2025-06-14 04:18:00,success,3759,261,
R000987,stripe_invoices,2025-06-14,2025-06-14 05:38:00,success,2355,175,
R000988,ga4_sessions,2025-06-14,2025-06-14 04:40:00,success,2064,587,
R000989,ads_spend,2025-06-14,2025-06-14 02:28:00,success,3461,210,
R000990,hubspot_leads,2025-06-14,2025-06-14 02:24:00,success,3897,43,
R000991,ats_submittals,2025-06-15,2025-06-15 02:33:00,success,1154,215,
R000992,ats_vacancies,2025-06-15,2025-06-15 03:53:00,success,2723,259,
R000993,stripe_invoices,2025-06-15,2025-06-15 02:40:00,success,2140,230,
R000994,ga4_sessions,2025-06-15,2025-06-15 03:17:00,success,604,339,
R000995,ads_spend,2025-06-15,2025-06-15 05:59:00,success,1900,297,
R000996,hubspot_leads,2025-06-15,2025-06-15 03:45:00,success,1432,254,
R000997,ats_submittals,2025-06-16,2025-06-16 05:56:00,success,6513,336,
R000998,ats_vacancies,2025-06-16,2025-06-16 04:32:00,success,9952,140,
R000999,stripe_invoices,2025-06-16,2025-06-16 04:59:00,success,6591,232,
R001000,ga4_sessions,2025-06-16,2025-06-16 05:45:00,success,11769,655,
R001001,ads_spend,2025-06-16,2025-06-16 05:36:00,success,9342,140,
R001002,hubspot_leads,2025-06-16,2025-06-16 05:48:00,success,10227,240,
R001003,ats_submittals,2025-06-17,2025-06-17 03:12:00,success,8532,363,
R001004,ats_vacancies,2025-06-17,2025-06-17 04:20:00,success,7100,188,
R001005,stripe_invoices,2025-06-17,2025-06-17 04:31:00,success,9342,238,
R001006,ga4_sessions,2025-06-17,2025-06-17 05:43:00,failed,0,849,Schema drift: new column
R001007,ads_spend,2025-06-17,2025-06-17 04:24:00,success,14349,221,
R001008,hubspot_leads,2025-06-17,2025-06-17 05:44:00,success,14834,221,
R001009,ats_submittals,2025-06-18,2025-06-18 04:47:00,failed,0,146,Timeout after 900s
R001010,ats_vacancies,2025-06-18,2025-06-18 02:37:00,success,15012,232,
R001011,stripe_invoices,2025-06-18,2025-06-18 03:27:00,success,4525,254,
R001012,ga4_sessions,2025-06-18,2025-06-18 05:39:00,success,15628,566,
R001013,ads_spend,2025-06-18,2025-06-18 02:10:00,success,11665,187,
R001014,hubspot_leads,2025-06-18,2025-06-18 02:46:00,failed,0,107,Duplicate key on merge
R001015,ats_submittals,2025-06-19,2025-06-19 03:11:00,success,15987,269,
R001016,ats_vacancies,2025-06-19,2025-06-19 05:52:00,success,16700,183,
R001017,stripe_invoices,2025-06-19,2025-06-19 05:18:00,success,11217,226,
R001018,ga4_sessions,2025-06-19,2025-06-19 04:44:00,success,4777,872,
R001019,ads_spend,2025-06-19,2025-06-19 05:35:00,success,6804,257,
R001020,hubspot_leads,2025-06-19,2025-06-19 03:15:00,success,11118,186,
R001021,ats_submittals,2025-06-20,2025-06-20 02:47:00,success,13496,94,
R001022,ats_vacancies,2025-06-20,2025-06-20 02:46:00,success,8366,101,
R001023,stripe_invoices,2025-06-20,2025-06-20 04:16:00,success,8658,138,
R001024,ga4_sessions,2025-06-20,2025-06-20 04:27:00,success,10291,862,
R001025,ads_spend,2025-06-20,2025-06-20 05:56:00,success,10777,139,
R001026,hubspot_leads,2025-06-20,2025-06-20 04:51:00,success,10271,281,
R001027,ats_submittals,2025-06-21,2025-06-21 05:31:00,success,3417,338,
R001028,ats_vacancies,2025-06-21,2025-06-21 05:47:00,success,2678,136,
R001029,stripe_invoices,2025-06-21,2025-06-21 04:46:00,success,3079,315,
R001030,ga4_sessions,2025-06-21,2025-06-21 04:57:00,success,3079,766,
R001031,ads_spend,2025-06-21,2025-06-21 03:54:00,success,3806,223,
R001032,hubspot_leads,2025-06-21,2025-06-21 02:22:00,success,2609,264,
R001033,ats_submittals,2025-06-22,2025-06-22 03:29:00,success,2977,230,
R001034,ats_vacancies,2025-06-22,2025-06-22 05:11:00,success,3089,248,
R001035,stripe_invoices,2025-06-22,2025-06-22 02:18:00,success,4109,167,
R001036,ga4_sessions,2025-06-22,2025-06-22 02:56:00,success,4913,713,
R001037,ads_spend,2025-06-22,2025-06-22 03:55:00,success,1841,193,
R001038,hubspot_leads,2025-06-22,2025-06-22 03:54:00,success,3953,139,
R001039,ats_submittals,2025-06-23,2025-06-23 04:41:00,success,11425,134,
R001040,ats_vacancies,2025-06-23,2025-06-23 02:59:00,success,11434,119,
R001041,stripe_invoices,2025-06-23,2025-06-23 05:41:00,success,11693,232,
R001042,ga4_sessions,2025-06-23,2025-06-23 02:42:00,success,6012,778,
R001043,ads_spend,2025-06-23,2025-06-23 05:45:00,success,9316,132,
R001044,hubspot_leads,2025-06-23,2025-06-23 03:42:00,success,16012,189,
R001045,ats_submittals,2025-06-24,2025-06-24 05:58:00,success,15258,184,
R001046,ats_vacancies,2025-06-24,2025-06-24 03:33:00,success,10256,250,
R001047,stripe_invoices,2025-06-24,2025-06-24 04:52:00,success,15717,96,
R001048,ga4_sessions,2025-06-24,2025-06-24 05:36:00,success,12715,457,
R001049,ads_spend,2025-06-24,2025-06-24 03:10:00,success,11609,279,
R001050,hubspot_leads,2025-06-24,2025-06-24 03:16:00,success,18077,151,
R001051,ats_submittals,2025-06-25,2025-06-25 03:53:00,success,13340,239,
R001052,ats_vacancies,2025-06-25,2025-06-25 04:41:00,success,10676,211,
R001053,stripe_invoices,2025-06-25,2025-06-25 03:54:00,success,8809,236,
R001054,ga4_sessions,2025-06-25,2025-06-25 03:31:00,success,16011,334,
R001055,ads_spend,2025-06-25,2025-06-25 03:53:00,success,9959,331,
R001056,hubspot_leads,2025-06-25,2025-06-25 04:22:00,success,5709,244,
R001057,ats_submittals,2025-06-26,2025-06-26 05:52:00,success,4102,61,
R001058,ats_vacancies,2025-06-26,2025-06-26 03:16:00,success,14307,209,
R001059,stripe_invoices,2025-06-26,2025-06-26 03:24:00,success,10567,125,
R001060,ga4_sessions,2025-06-26,2025-06-26 02:39:00,success,3255,975,
R001061,ads_spend,2025-06-26,2025-06-26 04:40:00,success,10467,353,
R001062,hubspot_leads,2025-06-26,2025-06-26 04:56:00,success,11478,182,
R001063,ats_submittals,2025-06-27,2025-06-27 05:17:00,success,8988,255,
R001064,ats_vacancies,2025-06-27,2025-06-27 02:50:00,success,7852,254,
R001065,stripe_invoices,2025-06-27,2025-06-27 04:10:00,success,13750,165,
R001066,ga4_sessions,2025-06-27,2025-06-27 04:57:00,success,11562,655,
R001067,ads_spend,2025-06-27,2025-06-27 04:14:00,success,11386,91,
R001068,hubspot_leads,2025-06-27,2025-06-27 03:34:00,success,8115,229,
R001069,ats_submittals,2025-06-28,2025-06-28 02:56:00,success,3262,235,
R001070,ats_vacancies,2025-06-28,2025-06-28 04:41:00,success,2332,201,
R001071,stripe_invoices,2025-06-28,2025-06-28 03:51:00,success,2638,161,
R001072,ga4_sessions,2025-06-28,2025-06-28 03:19:00,success,2864,848,
R001073,ads_spend,2025-06-28,2025-06-28 03:25:00,success,3583,165,
R001074,hubspot_leads,2025-06-28,2025-06-28 04:52:00,success,2723,233,
R001075,ats_submittals,2025-06-29,2025-06-29 03:49:00,success,1360,256,
R001076,ats_vacancies,2025-06-29,2025-06-29 04:52:00,success,2556,315,
R001077,stripe_invoices,2025-06-29,2025-06-29 04:21:00,success,2929,233,
R001078,ga4_sessions,2025-06-29,2025-06-29 05:59:00,success,4275,345,
R001079,ads_spend,2025-06-29,2025-06-29 04:18:00,success,3125,224,
R001080,hubspot_leads,2025-06-29,2025-06-29 04:42:00,success,2658,130,
R001081,ats_submittals,2025-06-30,2025-06-30 02:56:00,success,15227,206,
R001082,ats_vacancies,2025-06-30,2025-06-30 05:53:00,success,8727,212,
R001083,stripe_invoices,2025-06-30,2025-06-30 02:20:00,success,16439,194,
R001084,ga4_sessions,2025-06-30,2025-06-30 05:29:00,success,12587,839,
R001085,ads_spend,2025-06-30,2025-06-30 04:50:00,success,11801,153,
R001086,hubspot_leads,2025-06-30,2025-06-30 04:15:00,success,13414,176,
R001087,ats_submittals,2025-07-01,2025-07-01 03:51:00,success,8690,238,
R001088,ats_vacancies,2025-07-01,2025-07-01 02:11:00,success,8026,233,
R001089,stripe_invoices,2025-07-01,2025-07-01 03:50:00,success,10962,337,
R001090,ga4_sessions,2025-07-01,2025-07-01 04:29:00,success,13659,474,
R001091,ads_spend,2025-07-01,2025-07-01 03:21:00,success,9601,246,
R001092,hubspot_leads,2025-07-01,2025-07-01 02:55:00,success,14146,292,
R001093,ats_submittals,2025-07-02,2025-07-02 02:22:00,success,8040,286,
R001094,ats_vacancies,2025-07-02,2025-07-02 02:36:00,success,10240,182,
R001095,stripe_invoices,2025-07-02,2025-07-02 04:49:00,success,9679,162,
R001096,ga4_sessions,2025-07-02,2025-07-02 05:47:00,success,5533,995,
R001097,ads_spend,2025-07-02,2025-07-02 02:40:00,success,10205,290,
R001098,hubspot_leads,2025-07-02,2025-07-02 05:42:00,failed,0,86,Schema drift: new column
R001099,ats_submittals,2025-07-03,2025-07-03 04:10:00,success,17802,222,
R001100,ats_vacancies,2025-07-03,2025-07-03 05:15:00,success,10533,197,
R001101,stripe_invoices,2025-07-03,2025-07-03 04:30:00,success,13930,182,
R001102,ga4_sessions,2025-07-03,2025-07-03 04:38:00,success,15257,711,
R001103,ads_spend,2025-07-03,2025-07-03 05:10:00,success,9389,288,
R001104,hubspot_leads,2025-07-03,2025-07-03 04:15:00,success,9041,228,
R001105,ats_submittals,2025-07-04,2025-07-04 05:21:00,success,9882,225,
R001106,ats_vacancies,2025-07-04,2025-07-04 04:15:00,success,13299,244,
R001107,stripe_invoices,2025-07-04,2025-07-04 03:44:00,success,5137,291,
R001108,ga4_sessions,2025-07-04,2025-07-04 05:56:00,failed,0,530,Duplicate key on merge
R001109,ads_spend,2025-07-04,2025-07-04 05:27:00,success,5355,319,
R001110,hubspot_leads,2025-07-04,2025-07-04 04:19:00,success,9854,160,
R001111,ats_submittals,2025-07-05,2025-07-05 02:41:00,success,2630,240,
R001112,ats_vacancies,2025-07-05,2025-07-05 05:10:00,success,1249,179,
R001113,stripe_invoices,2025-07-05,2025-07-05 03:56:00,success,2137,333,
R001114,ga4_sessions,2025-07-05,2025-07-05 04:32:00,success,3727,449,
R001115,ads_spend,2025-07-05,2025-07-05 05:58:00,success,2984,164,
R001116,hubspot_leads,2025-07-05,2025-07-05 05:44:00,success,3978,179,
R001117,ats_submittals,2025-07-06,2025-07-06 02:36:00,success,1799,157,
R001118,ats_vacancies,2025-07-06,2025-07-06 03:14:00,success,3435,185,
R001119,stripe_invoices,2025-07-06,2025-07-06 04:43:00,success,2425,242,
R001120,ga4_sessions,2025-07-06,2025-07-06 05:43:00,success,1834,608,
R001121,ads_spend,2025-07-06,2025-07-06 05:58:00,success,1155,239,
R001122,hubspot_leads,2025-07-06,2025-07-06 04:20:00,success,2701,257,
R001123,ats_submittals,2025-07-07,2025-07-07 05:31:00,success,7913,273,
R001124,ats_vacancies,2025-07-07,2025-07-07 05:59:00,success,4433,155,
R001125,stripe_invoices,2025-07-07,2025-07-07 04:21:00,success,15466,165,
R001126,ga4_sessions,2025-07-07,2025-07-07 05:52:00,success,10469,894,
R001127,ads_spend,2025-07-07,2025-07-07 05:14:00,success,10809,220,
R001128,hubspot_leads,2025-07-07,2025-07-07 02:33:00,success,11531,56,
R001129,ats_submittals,2025-07-08,2025-07-08 02:57:00,success,7159,331,
R001130,ats_vacancies,2025-07-08,2025-07-08 04:55:00,success,10401,243,
R001131,stripe_invoices,2025-07-08,2025-07-08 05:54:00,success,16348,189,
R001132,ga4_sessions,2025-07-08,2025-07-08 03:27:00,success,12479,836,
R001133,ads_spend,2025-07-08,2025-07-08 04:27:00,success,16455,329,
R001134,hubspot_leads,2025-07-08,2025-07-08 03:34:00,success,5944,126,
R001135,ats_submittals,2025-07-09,2025-07-09 02:24:00,success,5134,105,
R001136,ats_vacancies,2025-07-09,2025-07-09 05:48:00,failed,0,199,Auth token expired
R001137,stripe_invoices,2025-07-09,2025-07-09 04:19:00,success,10277,110,
R001138,ga4_sessions,2025-07-09,2025-07-09 03:33:00,success,14760,910,
